symbol,year,predicted_price_rf
8120,2025,17.847596846828658
8120,2026,17.847596846828658
8120,2027,17.847596846828658
8150,2025,16.01208083837963
8150,2026,16.01208083837963
8150,2027,16.01208083837963
8160,2025,15.240645428979152
8160,2026,15.240645428979152
8160,2027,15.240645428979152
8170,2025,18.604007552207257
8170,2026,18.604007552207257
8170,2027,18.604007552207257
8180,2025,22.991865740832708
8180,2026,22.991865740832708
8180,2027,22.991865740832708
8190,2025,12.58164159885551
8190,2026,12.58164159885551
8190,2027,12.58164159885551
8200,2025,39.359956794064786
8200,2026,39.359956794064786
8200,2027,39.359956794064786
8210,2025,211.21936438316095
8210,2026,211.21936438316095
8210,2027,211.21936438316095
8230,2025,146.45199809955622
8230,2026,146.45199809955622
8230,2027,146.45199809955622
8240,2025,31.106241332045084
8240,2026,31.106241332045084
8240,2027,31.106241332045084
8250,2025,30.83344792953992
8250,2026,30.83344792953992
8250,2027,30.83344792953992
8260,2025,15.906043717064204
8260,2026,15.906043717064204
8260,2027,15.906043717064204
8270,2025,27.77443900142601
8270,2026,27.77443900142601
8270,2027,27.77443900142601
8280,2025,22.557476034838583
8280,2026,22.557476034838583
8280,2027,22.557476034838583
8300,2025,27.013418455763816
8300,2026,27.013418455763816
8300,2027,27.013418455763816
8310,2025,11.61634278752759
8310,2026,11.61634278752759
8310,2027,11.61634278752759
8311,2025,17.269836519865947
8311,2026,17.269836519865947
8311,2027,17.269836519865947
