symbol,year,capital,total_liabilities,net_income,roe,roa,pe,eps,bvps,de
4291,2021,430000000,245621674,24457508,0.03977,0.02842,105.2632,0.57,14.3023,0.1679
4291,2022,430000000,353135300,71046522,0.11228,0.07622,41.3939,1.65,15.129,0.2363
4291,2023,430000000,629078421,101784524,0.15021,0.08709,49.8734,2.37,16.3889,0.4677
4292,2021,400000000,589663203,35521640,0.0478,0.02644,65.0562,0.89,18.5799,0.7086
4292,2022,420872150,1189029574,70615973,0.09026,0.04136,32.4405,1.68,19.5196,1.2768
4292,2023,420872150,1236634556,67786016,0.0843,0.03263,44.5963,1.61,18.6938,1.3295
4292,2024,420872150,1310242654,63370908,0.07981,0.02976,47.4172,1.51,19.0395,1.4371
6002,2021,646800000,956561199,151791474,0.14545,0.07589,26.5532,2.35,16.1348,0.6222
6002,2022,646800000,937947095,3546104,0.00338,0.00178,688,0.05,16.3351,0.5681
6002,2023,646800000,873194410,8386476,0.00803,0.0043,249.2308,0.13,15.9783,0.5591
6002,2024,646800000,792629577,-116524061,-0.119,-0.0643,-13.9444,-1.8,14.301,0.5645
6012,2021,337500000,116919297,-42207449,-0.203,-0.12993,-12.6251,-3.4042,13.1075,0.3545
6012,2022,158084670,95964506,-24621384,-0.12533,-0.08129,-11.8236,-1.766,11.702,0.3518
6012,2023,158084670,112204253,-30889166,-0.18221,-0.11289,-13.8462,-1.95,9.7453,0.4707
6012,2024,158084670,115459673,-73105420,-0.62208,-0.31599,-4.7186,-4.62,5.1225,0.763
6013,2021,30000000,65928949,2348659,0.07213,0.02373,362.0513,0.78,10.8546,1.6275
6013,2022,30000000,62343752,-3223093,-0.10998,-0.03434,-143.7383,-1.07,8.6837,1.7938
6013,2023,30000000,66486452,-5168411,-0.22005,-0.05861,-79.5322,-1.71,6.9745,2.156
6013,2024,30000000,48171089,1299272,0.06016,0.01644,306.9767,0.43,7.4234,1.405
6014,2021,255000000,409541250,118587389,0.34811,0.15814,,4.7058,13.5183,0.6806
6014,2022,255000000,427437285,115555901,0.34226,0.15294,30.372,4.57,13.2613,0.6896
6014,2023,255000000,398624144,57976024,0.17631,0.07834,42.0175,2.28,12.7867,0.6168
6014,2024,255000000,357184414,38335348,0.12308,0.05583,49.6027,1.51,11.8507,0.6018
6015,2021,0,948202000,203917000,1.58622,0.18744,,0.0807,0.0153,3.0467
6015,2022,168473000,1044796000,259226000,1.25497,0.21349,99.1225,0.0308,0.0338,1.5931
6015,2023,168473000,1105479000,259466000,0.71683,0.1791,104.8701,0.0308,0.0522,1.1643
6015,2024,168473000,1109276000,158759000,0.38081,0.10362,120.8908,0.0189,0.047,1.4675
6016,2021,25000000,88932939,15367655,0.28073,0.10696,,0.4391,1.5641,1.0519
6016,2022,35000000,94303046,2696972,0.0483,0.01829,,0.077,1.6267,1.0555
6016,2023,35000000,76282047,12285277,0.19531,0.0829,,0.35,1.9676,0.6025
6016,2024,35000000,79185637,8445501,0.11986,0.05699,87.3333,0.24,2.0588,0.5613
6017,2021,96000000,305700009,117068284,0.62514,0.23697,,0.5683,0.9091,0.1397
6017,2022,104918030,406919485,58977006,0.09892,0.06192,,0.29,4.8793,0.1283
6017,2023,104918030,505316896,125336967,0.11623,0.08187,,0.61,5.59,0.085
6017,2024,104918030,520635218,187979245,0.15718,0.1099,32.9348,0.92,6.1236,0.0579
2030,2021,150000000,3942928,6592233,0.01178,0.0117,312.7273,0.44,37.3023,0.02628618666666666667
2030,2022,150000000,6413333,28230062,0.05655,0.05597,38.5106,1.88,29.2547,0.04275555333333333333
2030,2023,150000000,7202722,7701643,0.01765,0.01738,182.3529,0.51,28.9341,0
2030,2024,150000000,16899199,-53487697,-0.13759,-0.13346,-20.1961,-3.57,22.898,0.0015
2222,2021,60000000000,882022000000,395203000000,0.355,0.18274,18.0808,1.6364,4.6023,0.4589
2222,2022,75000000000,826777000000,597215000000,0.46618,0.25656,11.8145,2.47,5.9893,0.2713
2222,2023,90000000000,740848000000,452753000000,0.3035,0.18216,17.6471,1.87,6.3427,0.1891
2222,2024,90000000000,772275000000,393891000000,0.26322,0.16072,17.2086,1.63,6.0294,0.219
2380,2021,8760000000,65056112000,2036661000,0.24521,0.02776,11.5375,1.2567,6.6414,6.0153
2380,2022,16710000000,50323871000,-1114881000,-0.09464,-0.01605,-13.519,-0.79,9.1292,2.4065
2380,2023,16710000000,52652198000,-4692733000,-0.3637,-0.07288,-3.6797,-2.81,6.314,3.6771
2380,2024,16710000000,50433267000,-4544527000,-0.44655,-0.07363,-3.0368,-2.72,5.8667,3.2489
2381,2021,22580000,2352451306,273583505,0.06527,0.04181,,3.074,47.0985,0.3299
2381,2022,890000000,3964223728,557719959,0.11403,0.06929,16.438,6.85,62.807,0.4879
2381,2023,890000000,4725052405,604613933,0.10468,0.05974,28.1296,6.79,66.9823,0.535
2381,2024,890000000,4596655659,321364737,0.05401,0.03029,30.9141,3.61,66.7212,0.5091
2382,2021,,,,,,,,,
2382,2022,,,,,,,,,
2382,2023,1129063000,13645545000,442097000,0.07691,0.02276,40.678,0.59,5.2486,1.8853
2382,2024,1129063000,15090706000,802498000,0.13112,0.0391,23.7808,0.73,5.8975,1.9363
4030,2021,3937500000,11689621000,192433000,0.02044,0.00889,66.5641,0.208,10.2,1.0763
4030,2022,4921875000,11782747000,1040909000,0.10459,0.04673,13.948,1.128,11.3682,0.949
4030,2023,7382812000,10464009000,1613428000,0.14451,0.07014,10.0731,1.752,12.8283,0.7058
4030,2024,7382812000,12023711000,2169392000,0.17039,0.08727,8.8946,2.352,14.7643,0.7137
4200,2021,750000000,4440243098,176804966,0.17767,0.03253,28.3051,1.77,9.9515,3.027
4200,2022,750000000,5249349373,241826918,0.22982,0.04101,23.1056,2.415,11.0934,3.1229
4200,2023,750000000,6270210380,280814473,0.23947,0.04051,47.3488,2.81,12.3592,3.369
4200,2024,1000000000,6963835876,338047048,0.24898,0.04239,35.5621,3.38,14.7949,2.8541
1213,2021,211632000,350000000,-85517000,-0.78475,-0.18632,-2.4641,-11.54,10.0003,2.4322
1213,2022,108973000,306585000,-1376000,-0.01284,-0.00316,-234.9237,-0.09,,2.0915
1213,2023,108973000,302458000,-15931000,-0.16295,-0.0396,-42.2603,-1.46,8.2726,2.1494
1213,2024,108973000,268184000,-42594000,-0.61696,-0.1202,-24.8849,-3.91,,3.4779
2130,2021,400000000,89590101,-24495507,-0.12007,-0.0814,-33.1148,-1.8074,15.112,0.0806
2130,2022,400000000,101362791,-38772314,-0.20906,-0.13433,-10.6598,-2.8741,12.3636,0.2163
2130,2023,400000000,101342872,-74439441,-0.56183,-0.30858,-18.0964,-1.86,7.2651,0.3288
2130,2024,135000000,100981623,-16905612,-0.19676,-0.08764,-19.2115,-1.5407,5.4635,0.4343
2340,2021,812500000,257540000,-47754000,-0.04361,-0.03531,-50.0847,-0.59,13.4757,0.1561
2340,2022,812500000,327128000,-57867000,-0.0487,-0.03909,-22,-0.71,15.772,0.1868
2340,2023,812500000,361550000,-74790000,-0.06025,-0.04717,-18.1304,-0.92,14.7834,0.212
2340,2024,812500000,439074000,-144454000,-0.12901,-0.09503,-8.9775,-1.78,12.7787,0.242
4011,2021,575000000,1095651403,22042833,0.04853,0.01422,46.6364,0.44,7.899,2.1577
4011,2022,575000000,1292781749,34161868,0.08099,0.02114,20.9153,0.59,6.7731,0.086
4011,2023,575000000,1388856118,30833786,0.08223,0.01797,26.2963,0.54,6.2691,0.111
4011,2024,575000000,1542059971,11700333,0.03658,0.00655,,,4.8578,0.2647
4012,2021,400000000,107456155,59730268,0.10312,0.08699,32.2819,0.149,1.448,0.0332
4012,2022,400000000,131951989,53436256,0.09279,0.07682,29.0769,0.13,1.4313,0.0421
4012,2023,400000000,113082915,76915786,0.13293,0.1097,24.6842,0.19,1.4617,0.0407
4012,2024,400000000,146492510,83903649,0.14249,0.11676,20.2381,0.21,1.4825,0.0521
4180,2021,275000000,18542373,149638380,0.29484,0.28444,12.6161,0.323,1.8456,0.0016
4180,2022,275000000,24880073,-31865495,-0.06686,-0.06395,-24.7917,-0.12,1.6206,0.0107
4180,2023,275000000,17476469,5207720,0.01129,0.0108,155,0.02,1.7333,0.0075
4180,2024,275000000,20839204,14515058,0.03045,0.02928,84.2,0.05,1.7332,0.0047
2190,2021,816000000,2698664868,57878318,0.03895,0.01159,43.2394,0.71,18.211,0.5511
2190,2022,816000000,2742141013,36729508,0.02447,0.00731,45.1111,0.45,18.5775,0.5799
2190,2023,816000000,3675258714,71203083,0.04708,0.01289,35.2874,0.87,18.5511,0.9623
2190,2024,816000000,3623088569,-741877,-0.0005,-0.00012,-3200,-0.01,18.169,0.9331
4031,2021,1880000000,2581972000,-254410000,-0.11234,-0.05249,-21.8889,-1.35,12.0464,0.5668
4031,2022,1880000000,2268553000,-244488000,-0.11198,-0.05305,-16.8,-1.3,11.181,0.3601
4031,2023,1880000000,1887640000,211477000,0.0954,0.04924,32.2768,1.12,12.4016,0.1445
4031,2024,1880000000,1754059000,327034000,0.13499,0.07707,29.3678,1.74,13.3707,0.0661
4040,2021,1250000000,3731547000,-216188000,-0.20596,-0.04522,-11.6416,-1.73,8.3972,1.5255
4040,2022,1250000000,3734399000,-90872000,-0.09111,-0.01922,-21.8356,-0.73,7.5607,1.8142
4040,2023,1250000000,3114527000,-35584000,-0.03828,-0.00817,-74.0714,-0.28,7.3127,1.4638
4040,2024,1250000000,2904311000,-9628000,-0.01049,-0.00244,-255.5,-0.08,7.375,1.4006
4260,2021,711667000,285814000,219912000,0.13758,0.11671,15.0647,3.09,22.4605,0.016
4260,2022,711667000,795568000,252009000,0.15168,0.11444,12.8955,3.54,24.2323,0.2576
4260,2023,711667000,1110422000,277230000,0.15467,0.1002,20.2564,3.9,26.1407,0.3448
4260,2024,781667000,2268176000,314635000,0.13807,0.07844,19.2706,4.25,34.5067,0.6189
4261,2021,430000000,950794190,125726066,0.2216,0.08282,20.8562,2.92,13.1943,1.2758
4261,2022,430000000,1201353072,193107949,0.31343,0.11412,15.3675,4.49,15.4619,1.5114
4261,2023,430000000,1511655370,142069485,0.20375,0.06917,19.9394,3.3,16.9692,1.687
4261,2024,430000000,1745202836,182706083,0.23422,0.07586,18.0235,4.25,19.3125,1.7682
4262,2021,,,,,,,,,
4262,2022,550000000,1000784011,143662779,0.17031,0.07789,,2.6121,15.3371,0.6725
4262,2023,550000000,2221078721,160622507,0.17189,0.0631,34.2466,2.92,18.6422,1.41
4262,2024,550000000,2162082291,180301098,0.16116,0.05447,,,22.0408,1.4038
4263,2021,,,,,,,,,
4263,2022,800000000,2210396000,362412000,0.33772,0.11037,,4.5302,13.4141,1.7255
4263,2023,800000000,2050846000,509716000,0.44184,0.1552,30.5181,6.37,15.4266,1.3641
4263,2024,800000000,1830127000,661435000,0.50176,0.20297,30.5441,8.27,17.5289,0.9518
4003,2021,600000000,2655649000,396834000,0.39981,0.10878,21.3269,4.96,13.4624,1.2471
4003,2022,800000000,2830800000,440174000,0.41295,0.11556,12.5636,5.5,14.81,1.5629
4003,2023,800000000,3157146000,390462000,0.32221,0.09284,18.3811,4.88,16.8539,1.5355
4003,2024,800000000,3358172000,527895000,0.35263,0.10726,13.6694,6.5987,22.3548,1.1142
4008,2021,360000000,1349242861,-28486961,-0.05122,-0.01495,-61.7722,-0.79,15.4496,1.7064
4008,2022,360000000,940378739,-142500986,-0.29383,-0.08744,-6.8687,-3.96,11.4936,1.414
4008,2023,360000000,800961953,-68965603,-0.18208,-0.0552,-20.1563,-1.92,9.6874,1.1875
4008,2024,360000000,926567179,-14085949,-0.04205,-0.01175,-81.1538,-0.39,10.4082,1.5137
4050,2021,600000000,2445521920,50842979,0.06308,0.01564,42.1373,0.7286,11.5139,2.3541
4050,2022,600000000,5058472962,75177274,0.09523,0.01627,30.3333,1.0714,11.0407,5.1603
4050,2023,600000000,4902899491,114552035,0.14195,0.01932,45.3049,1.64,12.0154,4.5553
4050,2024,700000000,5489568073,44212614,0.05231,0.00718,100.7937,0.63,12.135,5.0871
4051,2021,101250000,44881215,21550718,0.11104,0.09018,52.8639,0.213,1.9169,0.0991
4051,2022,101250000,59219087,21775621,0.11328,0.08914,26.3721,0.215,1.8803,0.1446
4051,2023,101250000,45699247,21650725,0.11264,0.08849,30.3738,0.214,1.9166,0.101
4051,2024,101250000,46797777,23305570,0.11854,0.09597,280.4348,0.023,1.967,0.0815
4190,2021,1200000000,2343075000,991858000,0.56068,0.2412,23.7969,0.827,1.4742,0.3629
4190,2022,1200000000,2455951000,969761000,0.5432,0.23173,18.5185,0.81,1.5013,0.4001
4190,2023,1200000000,2338916000,973043000,0.54465,0.23256,19.2346,0.81,1.4763,0.4032
4190,2024,1200000000,2527842000,973955000,0.55395,0.23236,15.6296,0.81,1.454,0.4538
4191,2021,,,,,,143.5185,0.27,,
4191,2022,200000000,72688394,15102972,0.06354,0.04866,33.4868,0.76,11.885,0.1697
4191,2023,200000000,45780996,16916216,0.07041,0.05648,34.8235,0.85,12.141,0.0649
4191,2024,200000000,80024465,26936557,0.11181,0.08866,22.963,1.35,11.9514,0.1615
4192,2021,42000000,229866030,184884412,0.48508,0.30259,,0.5282,1.089,0.4579
4192,2022,350000000,241474230,129765732,0.32759,0.20539,24.4595,0.37,1.1746,0.3173
4192,2023,350000000,538429749,98186736,0.24135,0.12323,31.4643,0.28,1.1502,1.1318
4192,2024,350000000,301821615,37539556,0.08919,0.04464,72.9091,0.11,1.2549,0.5466
4193,2021,,,,,,,,,
4193,2022,,,,,,,,,
4193,2023,,,,,,,,,
4193,2024,,,,,,,,,
4194,2021,,,,,,,,,
4194,2022,,,,,,,,,
4194,2023,,,,,,,,,
4194,2024,,,,,,,,,
4240,2021,,,-1090753102,,,-2.9971,-9.5003,,
4240,2022,2100000000,8095848631,85477270,0.33861,0.01037,20.9189,0.74,2.1997,25.3767
4240,2023,1147664480,6563929419,-1177762076,4.47616,-0.16827,-1.7157,-10.27,-6.7849,-6.0207
4240,2024,1147664480,5603825678,-203538578,0.22974,-0.03936,-7.427,-1.78,-8.6542,-3.4129
4001,2021,900000000,3715530222,300120973,0.21933,0.0586,32.4925,0.333,1.5204,1.1169
4001,2022,900000000,4270819801,1079509086,0.76059,0.19809,8.6667,1.2,1.6336,1.1742
4001,2023,900000000,4644806303,482047729,0.3344,0.08117,24.4444,0.54,1.5697,1.4516
4001,2024,900000000,5628946926,511021992,0.36693,0.07776,18.4211,0.57,1.5252,2.0265
4006,2021,450000000,1585801575,20773908,0.03272,0.00935,62.6087,0.46,14.1101,1.8482
4006,2022,450000000,1670359788,22826074,0.03528,0.01003,35.6863,0.51,14.6426,1.7974
4006,2023,450000000,1693469936,21791819,0.03303,0.00931,47.2917,0.48,14.6796,1.8502
4006,2024,450000000,1717329013,25429968,0.0378,0.01069,39.6842,0.57,15.2213,1.8755
4061,2021,105000000,153631193,3737711,0.03462,0.0139,326.7993,0.1048,4.3082,0.1399
4061,2022,315000000,313170727,-28319864,-0.1547,-0.06687,-14.5775,-1.42,8.1957,0.6545
4061,2023,315000000,322495135,12136424,0.04572,0.02059,47.8947,0.38,8.6585,0.6319
4061,2024,315000000,303041030,102528,0.00038,0.00017,6599.9999,0.004,8.4829,0.5925
4160,2021,100000000,143378003,-162451394,1.25609,-11.56491,-0.2752,-42.0145,-33.4387,-0.2476
4160,2022,100000000,144727884,-2955601,0.02572,-0.10145,-14.9066,-0.7757,-25.9862,-0.3187
4160,2023,250000000,71815001,-6530218,0.18828,-0.08874,-12.68,-1,4.7907,0.4535
4160,2024,65000000,67937255,-8013419,-0.28632,-0.08188,-35.6504,-1.23,3.821,0.6159
4161,2021,1143000000,3220216711,240563746,0.17047,0.05194,45.619,0.21,1.2346,1.6825
4161,2022,1143000000,3420943629,118654833,0.08579,0.02505,48.4,0.1,1.1855,1.6962
4161,2023,1143000000,3527076562,276531287,0.2008,0.05627,25.7917,0.24,1.2242,1.5618
4161,2024,1143000000,3790615345,272158318,0.19453,0.0531,26.9583,0.24,1.2239,1.6476
4162,2021,600000000,493233775,166091980,0.20639,0.12796,18.7419,3.1,13.4123,0.0623
4162,2022,600000000,583837262,290201821,0.34036,0.2086,12.7917,4.8,15.0085,0.0544
4162,2023,600000000,637228101,282213242,0.30876,0.18511,15.6809,4.7,15.4588,0.0492
4162,2024,600000000,926270129,278652929,0.28764,0.15918,20.6466,4.64,16.8329,0.1893
4163,2021,850000000,3041873734,239144980,0.24176,0.05933,,2.8135,11.6375,2.2191
4163,2022,850000000,3401585517,305448633,0.29308,0.07164,20.0279,3.59,12.8846,2.4035
4163,2023,850000000,3394482418,329223377,0.27342,0.07154,27.3385,3.87,15.4471,1.7473
4163,2024,850000000,3579290698,370105462,0.26728,0.07597,18.023,4.35,17.1347,1.4421
4164,2021,1300000000,2683329073,812528628,0.50669,0.18954,,6.2502,12.3353,0.8475
4164,2022,1300000000,2701518913,887811814,0.46156,0.19234,24.4802,6.83,17.2568,0.5207
4164,2023,1300000000,2908571313,892618140,0.37934,0.17305,19.9418,6.87,18.9443,0.477
4164,2024,1300000000,3587246396,820723624,0.32511,0.14218,18.6371,6.31,19.8931,0.5915
2050,2021,5339807000,19454106000,221879000,0.02747,0.00777,21.5496,0.9302,33.5516,1.5248
2050,2022,5339807000,20247955000,742752000,0.09095,0.02556,5.5943,3.0786,34.3242,1.4376
2050,2023,5339807000,20402618000,899185000,0.108,0.03022,23.7343,0.99,35.0601,1.4489
2050,2024,3000000000,15815179000,9974266000,1.53244,0.38862,3.4655,10.59,15.4913,1.5143
2100,2021,77170350,93062800,-10930587,-0.22225,-0.07684,-71.8158,-0.79,2.4971,0.7341
2100,2022,231511050,96534451,13817123,0.10546,0.06119,25.6,1,9.1942,0.107
2100,2023,231511050,89516335,20963599,0.09415,0.06641,46.2088,0.91,10.0414,0.0554
2100,2024,231511050,97723824,5039973,0.02138,0.0153,174.7727,0.22,10.3227,0.081
2270,2021,325000000,674616000,260553000,0.16992,0.11687,20.2703,8.14,47.9174,0.0416
2270,2022,325000000,725066000,207291000,0.13489,0.09181,33.3333,6.48,48.1317,0.0433
2270,2023,325000000,808636000,308771000,0.19338,0.12945,34.6736,9.65,51.6618,0.0387
2270,2024,325000000,844747000,483687000,0.27955,0.18835,22.3413,15.12,56.4766,0.0295
2280,2021,10000000000,15135889000,1563543000,0.097,0.04924,31.25,1.56,16.2169,0.6342
2280,2022,10000000000,15091105000,1759812000,0.10734,0.05514,30.3977,1.76,16.7721,0.6039
2280,2023,10000000000,18385190000,2049123000,0.1189,0.06003,27.2195,2.05,17.9053,0.7012
2280,2024,10000000000,16776828000,2313100000,0.12644,0.06447,24.7619,2.31,18.9043,0.5677
2281,2021,200000000,971444270,13556583,0.03806,0.01021,120.7353,0.68,17.8101,1.5096
2281,2022,200000000,1137970185,186809894,0.38495,0.11943,14.0471,9.34,30.7185,1.0231
2281,2023,200000000,1332108095,75940950,0.12316,0.03983,27.1053,3.8,30.9412,1.3268
2281,2024,200000000,2016796735,95822173,0.14732,0.03986,,,34.1009,1.9352
2282,2021,200000000,40175077,77275987,0.37164,0.31146,,3.8638,10.3967,0.0854
2282,2022,200000000,41634050,48707066,0.21297,0.18066,26.9262,2.44,12.4741,0.0622
2282,2023,200000000,39371147,42950121,0.17091,0.14719,36,2.15,12.6566,0.0508
2282,2024,200000000,35094144,30184860,0.11454,0.10036,42.1854,1.51,13.6962,0.028
2283,2021,539236780,491230474,198475214,0.29837,0.17163,,3.5761,11.9855,0.5393
2283,2022,555000000,1675389299,217480731,0.30714,0.1214,,3.9186,13.5308,2.0246
2283,2023,555000000,1578581503,220208226,0.26804,0.08993,19.0127,3.95,16.0745,1.5493
2283,2024,555000000,1550478496,250901722,0.27314,0.10104,13.4444,4.5,17.0279,1.4294
2284,2021,,,,,,,,,
2284,2022,81832000,973790159,233009125,1.3059,0.20223,,2.8762,2.2024,4.663
2284,2023,81832000,921485088,201810098,0.94729,0.17387,,2.4911,3.0569,3.1933
2284,2024,81832000,1041011114,208670276,0.81798,0.16878,16.0117,2.57,3.2409,3.3614
2285,2021,,,,,,,,,
2285,2022,,,,,,,,,
2285,2023,513150060,1468743792,200279112,0.24336,0.08739,,3.9029,16.0375,1.6557
2285,2024,513150060,1243980944,213636615,0.22995,0.09348,11.7909,4.16,20.1718,1.0903
2286,2021,,,,,,,,,
2286,2022,,,,,,,,,
2286,2023,473903170,474029300,142816987,0.2091,0.12343,,0.2645,1.2648,0.5889
2286,2024,540000000,483904154,170931353,0.24482,0.14521,,,1.3211,0.5519
4080,2021,1263888890,1225610351,-63485897,-0.04529,-0.02083,-38.12,-0.5,11.0914,0.5215
4080,2022,1263888890,1351707639,10123556,0.00767,0.00338,127,0.08,9.7946,0.658
4080,2023,1263888890,1248098878,-132646446,-0.11428,-0.04789,-12.3048,-1.05,8.5729,0.6499
4080,2024,1263888890,1130920423,-3874739,-0.00358,-0.00152,-456.6667,-0.03,8.5327,0.5691
6001,2021,353571450,438970862,84254428,0.14783,0.08351,38.1933,2.38,16.1193,0.3995
6001,2022,353571450,576295958,2917385,0.00581,0.00289,553.75,0.08,12.2655,0.8935
6001,2023,353571450,644793133,-98011332,-0.26471,-0.09993,-18.4116,-2.77,8.6782,1.242
6001,2024,353571450,490581147,44667304,0.14978,0.05158,42.1429,1.26,8.1906,0.907
6010,2021,1016400000,2693917461,-285028123,-0.23836,-0.07328,-10.8007,-1.3435,5.6252,1.4274
6010,2022,1016400000,2527996929,95491687,0.07667,0.02476,33.4754,0.2917,6.0925,1.2206
6010,2023,3016400000,1459613481,302064771,0.12359,0.06807,15.7345,1.77,11.911,0.1194
6010,2024,3016400000,1406999872,774631968,0.19636,0.14403,9.6031,2.57,14.2452,0.0575
6020,2021,300000000,156147926,1089793,0.00368,0.00241,657.2222,0.036,9.8632,0.52049308666666666667
6020,2022,300000000,129626252,7049432,0.02353,0.01593,80,0.235,10.1055,0.43208750666666666667
6020,2023,300000000,136383535,-6713311,-0.0224,-0.01551,-80.3571,-0.224,9.8787,0.45461178333333333333
6020,2024,300000000,101604543,10238032,0.03396,0.02435,,,10.222,0.33868181000000000000
6040,2021,391767000,148495232,-70550191,-0.24975,-0.14995,-14.4444,-2.07,7.2104,0.0323
6040,2022,391767000,155727377,-51468608,-0.2009,-0.11497,-11.5699,-1.3138,5.8684,0.0352
6040,2023,391767000,169808942,80788890,0.28947,0.17498,8.219,2.1,8.3793,0.0475
6040,2024,391767000,208162614,-144226008,-0.56809,-0.3253,-4.0811,-3.7,4.5814,0.3732
6050,2021,400000000,77569341,-34184824,-0.11445,-0.09085,-53.5294,-5.0757,44.5917,0.068
6050,2022,400000000,108455848,-63389796,-0.23719,-0.17595,-17.0253,-9.4348,35.2016,0.2228
6050,2023,400000000,126947249,-119959261,-0.68145,-0.40839,-8.1353,-17.91,17.3577,0.5285
6050,2024,400000000,102659360,-40995299,-0.42741,-0.19455,-21.4073,-6.12,11.2796,0.528
6060,2021,75000000,42173372,-237361,-0.00166,-0.00128,-2365.0243,-0.0153,7.2585,0.0701
6060,2022,75000000,45386106,-3197035,-0.02269,-0.01731,-116.2191,-0.1625,7.0815,0.1203
6060,2023,300000000,29228723,-185743,-0.00074,-0.00064,-2325,-0.008,12.1952,0.0029
6060,2024,300000000,70111511,-4166261,-0.01151,-0.01012,-141.1511,-0.139,11.9432,0.002
6070,2021,300000000,122992130,17374482,0.02768,0.02315,100.6897,0.58,20.9207,0.0119
6070,2022,300000000,241184323,51065262,0.07886,0.06155,26.1176,1.7,22.2512,0.1714
6070,2023,300000000,391467763,61968851,0.08941,0.06139,23.6715,2.07,23.9533,0.3461
6070,2024,300000000,402724844,75300454,0.1022,0.06641,23.745,2.51,25.1647,0.3375
6090,2021,500000000,92212936,12128716,0.02399,0.02025,83.6522,0.23,10.1127,0.0543
6090,2022,500000000,94260502,10711721,0.02103,0.01776,58.4762,0.21,10.2646,0.0486
6090,2023,500000000,144430612,-32100266,-0.06503,-0.05236,-23.875,-0.64,9.4802,0.0868
6090,2024,500000000,211268168,-153276957,-0.39119,-0.26915,-4.3322,-3.07,6.1926,0.136
2140,2021,806363280,700501285,4294315,0.00531,0.00283,371.439,0.0548,9.1527,0.7104
2140,2022,806363280,892149482,-44767736,-0.05797,-0.02839,-27.6269,-0.5111,8.3273,1.0222
2140,2023,806363280,1154283264,-216250945,-0.35,-0.1311,-6.2651,-2.49,5.6592,1.6229
2140,2024,1006363280,1119727176,-164408943,-0.29707,-0.09684,-8.5056,-1.78,6.0303,0.0091
2230,2021,843200000,2982687000,69570000,0.04301,0.0151,40.8434,0.083,1.9184,1.1792
2230,2022,843200000,2969303000,80223000,0.04895,0.01735,26.5,0.1,1.9686,0.9079
2230,2023,843200000,3097642000,182886000,0.10571,0.03833,19.6364,0.22,2.1351,0.6813
2230,2024,843200000,4159251000,291241000,0.14969,0.05215,26.4857,0.35,2.4798,0.7588
4002,2021,1000000000,1356931338,578161353,0.22201,0.14244,30.0692,2.89,13.021,0.3183
4002,2022,1000000000,1585248398,599305261,0.21686,0.13745,34.8333,3,14.6142,0.3052
4002,2023,2000000000,1537699881,657687906,0.21216,0.13665,33.9818,3.29,16.3853,0.2406
4002,2024,2000000000,1689229730,645759043,0.18867,0.12458,26.3467,3.23,17.8417,0.2135
4004,2021,900000000,2549033714,258601120,0.13853,0.05567,26.1672,2.87,20.7421,1.012
4004,2022,900000000,2688283009,274463823,0.14233,0.05739,48.5246,3.05,22.1095,0.9938
4004,2023,976811660,2770202705,360122537,0.13869,0.06452,46.4324,3.7,32.7944,0.616
4004,2024,976811660,2867530477,471202060,0.14125,0.0733,31.0559,4.83,35.5423,0.5832
4005,2021,448500000,435146192,136356673,0.12128,0.08744,20.5921,3.04,25.0674,0.0793
4005,2022,448500000,449131872,170074845,0.14245,0.10395,19.4987,3.79,28.1737,0.0658
4005,2023,448500000,760928556,240927386,0.17735,0.1227,32.4767,5.37,32.4066,0.2272
4005,2024,448500000,872673573,298163666,0.19343,0.12643,25.0751,6.66,36.4624,0.2993
4007,2021,1200000000,602424911,90087837,0.05429,0.03983,53.9732,0.56,10.3706,0.1309
4007,2022,1600000000,771285376,257336168,0.15273,0.1085,24.9068,1.61,10.691,0.2111
4007,2023,1600000000,749524050,303330872,0.17063,0.11951,31.2632,1.9,11.5308,0.1703
4007,2024,1600000000,689512417,338800814,0.17803,0.12918,18.1132,2.12,12.2578,0.1551
4009,2021,920400000,2679536688,17201012,0.01368,0.00433,166.5789,0.19,13.6631,1.564
4009,2022,920400000,3127202216,75182816,0.05814,0.01774,31.0366,0.82,14.4354,1.6863
4009,2023,920400000,3769325477,17038421,0.01287,0.00354,464.7369,0.19,14.3374,1.8833
4009,2024,920400000,3451253202,282001652,0.19147,0.05497,22.451,3.06,17.6674,1.5164
4013,2021,3500000000,5300291255,1376615197,0.25783,0.12714,41.0687,3.93,15.2548,0.5721
4013,2022,3500000000,6478452959,1650750047,0.29431,0.14102,46.7373,4.72,16.7963,0.599
4013,2023,3500000000,9031799748,2046013922,0.33096,0.14418,48.547,5.85,18.53,0.7992
4013,2024,3500000000,12945280975,2315290800,0.33897,0.12737,42.3565,6.62,20.5004,1.138
4014,2021,200000000,544149879,77524475,0.16374,0.07617,,2.5841,15.7819,0.5623
4014,2022,200000000,462404941,17566594,0.03722,0.01803,69.5639,0.5856,15.6791,0.4391
4014,2023,300000000,597275049,40058545,0.08166,0.03937,35.7602,1.3353,17.0255,0.7104
4014,2024,300000000,446776842,26168089,0.05124,0.02546,57.8949,0.8723,17.0203,0.4077
4017,2021,,,,,,,,,
4017,2022,,,,,,,,,
4017,2023,200000000,2976627000,279595000,0.27404,0.06607,,1.2156,4.4359,2.2189
4017,2024,232000000,2002201000,287551000,0.14502,0.0602,50.7576,1.32,12.8059,0.366
