symbol,year,capital,total_liabilities,net_income,roe,roa,pe,eps,bvps,de,earnings_yield
4261,2022,430000000.0000,1201353072.0000,193107949.0000,0.3134,0.1141,15.3675,4.490000,15.461900,1.511400,0.06507239
4261,2023,430000000.0000,1511655370.0000,142069485.0000,0.2038,0.0692,19.9394,3.300000,16.969200,1.687000,0.05015196
4261,2024,430000000.0000,1745202836.0000,182706083.0000,0.2342,0.0759,18.0235,4.250000,19.312500,1.768200,0.05548312
4262,2021,,,,,,,,,,
4262,2022,550000000.0000,1000784011.0000,143662779.0000,0.1703,0.0779,,2.612100,15.337100,0.672500,
4262,2023,550000000.0000,2221078721.0000,160622507.0000,0.1719,0.0631,34.2466,2.920000,18.642200,1.410000,0.02919998
4262,2024,550000000.0000,2162082291.0000,180301098.0000,0.1612,0.0545,,,22.040800,1.403800,
4263,2021,,,,,,,,,,
4263,2022,800000000.0000,2210396000.0000,362412000.0000,0.3377,0.1104,,4.530200,13.414100,1.725500,
4263,2023,800000000.0000,2050846000.0000,509716000.0000,0.4418,0.1552,30.5181,6.370000,15.426600,1.364100,0.03276744
4263,2024,800000000.0000,1830127000.0000,661435000.0000,0.5018,0.2030,30.5441,8.270000,17.528900,0.951800,0.03273955
4003,2021,600000000.0000,2655649000.0000,396834000.0000,0.3998,0.1088,21.3269,4.960000,13.462400,1.247100,0.04688914
4003,2022,800000000.0000,2830800000.0000,440174000.0000,0.4130,0.1156,12.5636,5.500000,14.810000,1.562900,0.07959502
4003,2023,800000000.0000,3157146000.0000,390462000.0000,0.3222,0.0928,18.3811,4.880000,16.853900,1.535500,0.05440371
4003,2024,800000000.0000,3358172000.0000,527895000.0000,0.3526,0.1073,13.6694,6.598700,22.354800,1.114200,0.07315610
4008,2021,360000000.0000,1349242861.0000,-28486961.0000,-0.0512,-0.0150,-61.7722,-0.790000,15.449600,1.706400,
4008,2022,360000000.0000,940378739.0000,-142500986.0000,-0.2938,-0.0874,-6.8687,-3.960000,11.493600,1.414000,
4008,2023,360000000.0000,800961953.0000,-68965603.0000,-0.1821,-0.0552,-20.1563,-1.920000,9.687400,1.187500,
4008,2024,360000000.0000,926567179.0000,-14085949.0000,-0.0421,-0.0118,-81.1538,-0.390000,10.408200,1.513700,
4050,2021,600000000.0000,2445521920.0000,50842979.0000,0.0631,0.0156,42.1373,0.728600,11.513900,2.354100,0.02373194
4050,2022,600000000.0000,5058472962.0000,75177274.0000,0.0952,0.0163,30.3333,1.071400,11.040700,5.160300,0.03296707
4050,2023,600000000.0000,4902899491.0000,114552035.0000,0.1420,0.0193,45.3049,1.640000,12.015400,4.555300,0.02207267
4050,2024,700000000.0000,5489568073.0000,44212614.0000,0.0523,0.0072,100.7937,0.630000,12.135000,5.087100,0.00992125
4051,2021,101250000.0000,44881215.0000,21550718.0000,0.1110,0.0902,52.8639,0.213000,1.916900,0.099100,0.01891650
4051,2022,101250000.0000,59219087.0000,21775621.0000,0.1133,0.0891,26.3721,0.215000,1.880300,0.144600,0.03791886
4051,2023,101250000.0000,45699247.0000,21650725.0000,0.1126,0.0885,30.3738,0.214000,1.916600,0.101000,0.03292311
4051,2024,101250000.0000,46797777.0000,23305570.0000,0.1185,0.0960,280.4348,0.023000,1.967000,0.081500,0.00356589
4190,2021,1200000000.0000,2343075000.0000,991858000.0000,0.5607,0.2412,23.7969,0.827000,1.474200,0.362900,0.04202228
4190,2022,1200000000.0000,2455951000.0000,969761000.0000,0.5432,0.2317,18.5185,0.810000,1.501300,0.400100,0.05400005
4190,2023,1200000000.0000,2338916000.0000,973043000.0000,0.5447,0.2326,19.2346,0.810000,1.476300,0.403200,0.05198964
4190,2024,1200000000.0000,2527842000.0000,973955000.0000,0.5540,0.2324,15.6296,0.810000,1.454000,0.453800,0.06398116
4191,2021,,,,,,143.5185,0.270000,,,0.00696774
4191,2022,200000000.0000,72688394.0000,15102972.0000,0.0635,0.0487,33.4868,0.760000,11.885000,0.169700,0.02986251
4191,2023,200000000.0000,45780996.0000,16916216.0000,0.0704,0.0565,34.8235,0.850000,12.141000,0.064900,0.02871624
4191,2024,200000000.0000,80024465.0000,26936557.0000,0.1118,0.0887,22.9630,1.350000,11.951400,0.161500,0.04354832
4192,2021,42000000.0000,229866030.0000,184884412.0000,0.4851,0.3026,,0.528200,1.089000,0.457900,
4192,2022,350000000.0000,241474230.0000,129765732.0000,0.3276,0.2054,24.4595,0.370000,1.174600,0.317300,0.04088391
4192,2023,350000000.0000,538429749.0000,98186736.0000,0.2414,0.1232,31.4643,0.280000,1.150200,1.131800,0.03178205
4192,2024,350000000.0000,301821615.0000,37539556.0000,0.0892,0.0446,72.9091,0.110000,1.254900,0.546600,0.01371571
4193,2021,,,,,,,,,,
4193,2022,,,,,,,,,,
4193,2023,,,,,,,,,,
4193,2024,,,,,,,,,,
4194,2021,,,,,,,,,,
4194,2022,,,,,,,,,,
4194,2023,,,,,,,,,,
4194,2024,,,,,,,,,,
4240,2021,,,-1090753102.0000,,,-2.9971,-9.500300,,,
4240,2022,2100000000.0000,8095848631.0000,85477270.0000,0.3386,0.0104,20.9189,0.740000,2.199700,25.376700,0.04780366
4240,2023,1147664480.0000,6563929419.0000,-1177762076.0000,4.4762,-0.1683,-1.7157,-10.270000,-6.784900,-6.020700,
4240,2024,1147664480.0000,5603825678.0000,-203538578.0000,0.2297,-0.0394,-7.4270,-1.780000,-8.654200,-3.412900,
4001,2021,900000000.0000,3715530222.0000,300120973.0000,0.2193,0.0586,32.4925,0.333000,1.520400,1.116900,0.03077633
4001,2022,900000000.0000,4270819801.0000,1079509086.0000,0.7606,0.1981,8.6667,1.200000,1.633600,1.174200,0.11538417
4001,2023,900000000.0000,4644806303.0000,482047729.0000,0.3344,0.0812,24.4444,0.540000,1.569700,1.451600,0.04090917
4001,2024,900000000.0000,5628946926.0000,511021992.0000,0.3669,0.0778,18.4211,0.570000,1.525200,2.026500,0.05428557
4006,2021,450000000.0000,1585801575.0000,20773908.0000,0.0327,0.0094,62.6087,0.460000,14.110100,1.848200,0.01597222
4006,2022,450000000.0000,1670359788.0000,22826074.0000,0.0353,0.0100,35.6863,0.510000,14.642600,1.797400,0.02802196
4006,2023,450000000.0000,1693469936.0000,21791819.0000,0.0330,0.0093,47.2917,0.480000,14.679600,1.850200,0.02114536
4006,2024,450000000.0000,1717329013.0000,25429968.0000,0.0378,0.0107,39.6842,0.570000,15.221300,1.875500,0.02519895
4061,2021,105000000.0000,153631193.0000,3737711.0000,0.0346,0.0139,326.7993,0.104800,4.308200,0.139900,0.00305998
4061,2022,315000000.0000,313170727.0000,-28319864.0000,-0.1547,-0.0669,-14.5775,-1.420000,8.195700,0.654500,
4061,2023,315000000.0000,322495135.0000,12136424.0000,0.0457,0.0206,47.8947,0.380000,8.658500,0.631900,0.02087914
4061,2024,315000000.0000,303041030.0000,102528.0000,0.0004,0.0002,6599.9999,0.004000,8.482900,0.592500,0.00015152
4160,2021,100000000.0000,143378003.0000,-162451394.0000,1.2561,-11.5649,-0.2752,-42.014500,-33.438700,-0.247600,
4160,2022,100000000.0000,144727884.0000,-2955601.0000,0.0257,-0.1015,-14.9066,-0.775700,-25.986200,-0.318700,
4160,2023,250000000.0000,71815001.0000,-6530218.0000,0.1883,-0.0887,-12.6800,-1.000000,4.790700,0.453500,
4160,2024,65000000.0000,67937255.0000,-8013419.0000,-0.2863,-0.0819,-35.6504,-1.230000,3.821000,0.615900,
4161,2021,1143000000.0000,3220216711.0000,240563746.0000,0.1705,0.0519,45.6190,0.210000,1.234600,1.682500,0.02192069
4161,2022,1143000000.0000,3420943629.0000,118654833.0000,0.0858,0.0251,48.4000,0.100000,1.185500,1.696200,0.02066116
4161,2023,1143000000.0000,3527076562.0000,276531287.0000,0.2008,0.0563,25.7917,0.240000,1.224200,1.561800,0.03877216
4161,2024,1143000000.0000,3790615345.0000,272158318.0000,0.1945,0.0531,26.9583,0.240000,1.223900,1.647600,0.03709433
4162,2021,600000000.0000,493233775.0000,166091980.0000,0.2064,0.1280,18.7419,3.100000,13.412300,0.062300,0.05335638
4162,2022,600000000.0000,583837262.0000,290201821.0000,0.3404,0.2086,12.7917,4.800000,15.008500,0.054400,0.07817569
4162,2023,600000000.0000,637228101.0000,282213242.0000,0.3088,0.1851,15.6809,4.700000,15.458800,0.049200,0.06377185
4162,2024,600000000.0000,926270129.0000,278652929.0000,0.2876,0.1592,20.6466,4.640000,16.832900,0.189300,0.04843412
4163,2021,850000000.0000,3041873734.0000,239144980.0000,0.2418,0.0593,,2.813500,11.637500,2.219100,
4163,2022,850000000.0000,3401585517.0000,305448633.0000,0.2931,0.0716,20.0279,3.590000,12.884600,2.403500,0.04993035
4163,2023,850000000.0000,3394482418.0000,329223377.0000,0.2734,0.0715,27.3385,3.870000,15.447100,1.747300,0.03657845
4163,2024,850000000.0000,3579290698.0000,370105462.0000,0.2673,0.0760,18.0230,4.350000,17.134700,1.442100,0.05548466
4164,2021,1300000000.0000,2683329073.0000,812528628.0000,0.5067,0.1895,,6.250200,12.335300,0.847500,
4164,2022,1300000000.0000,2701518913.0000,887811814.0000,0.4616,0.1923,24.4802,6.830000,17.256800,0.520700,0.04084934
4164,2023,1300000000.0000,2908571313.0000,892618140.0000,0.3793,0.1731,19.9418,6.870000,18.944300,0.477000,0.05014592
4164,2024,1300000000.0000,3587246396.0000,820723624.0000,0.3251,0.1422,18.6371,6.310000,19.893100,0.591500,0.05365642
2050,2021,5339807000.0000,19454106000.0000,221879000.0000,0.0275,0.0078,21.5496,0.930200,33.551600,1.524800,0.04640457
2050,2022,5339807000.0000,20247955000.0000,742752000.0000,0.0910,0.0256,5.5943,3.078600,34.324200,1.437600,0.17875337
2050,2023,5339807000.0000,20402618000.0000,899185000.0000,0.1080,0.0302,23.7343,0.990000,35.060100,1.448900,0.04213312
2050,2024,3000000000.0000,15815179000.0000,9974266000.0000,1.5324,0.3886,3.4655,10.590000,15.491300,1.514300,0.28855865
2100,2021,77170350.0000,93062800.0000,-10930587.0000,-0.2223,-0.0768,-71.8158,-0.790000,2.497100,0.734100,
2100,2022,231511050.0000,96534451.0000,13817123.0000,0.1055,0.0612,25.6000,1.000000,9.194200,0.107000,0.03906250
2100,2023,231511050.0000,89516335.0000,20963599.0000,0.0942,0.0664,46.2088,0.910000,10.041400,0.055400,0.02164090
2100,2024,231511050.0000,97723824.0000,5039973.0000,0.0214,0.0153,174.7727,0.220000,10.322700,0.081000,0.00572172
2270,2021,325000000.0000,674616000.0000,260553000.0000,0.1699,0.1169,20.2703,8.140000,47.917400,0.041600,0.04933326
2270,2022,325000000.0000,725066000.0000,207291000.0000,0.1349,0.0918,33.3333,6.480000,48.131700,0.043300,0.03000003
2270,2023,325000000.0000,808636000.0000,308771000.0000,0.1934,0.1295,34.6736,9.650000,51.661800,0.038700,0.02884039
2270,2024,325000000.0000,844747000.0000,483687000.0000,0.2796,0.1884,22.3413,15.120000,56.476600,0.029500,0.04476015
2280,2021,10000000000.0000,15135889000.0000,1563543000.0000,0.0970,0.0492,31.2500,1.560000,16.216900,0.634200,0.03200000
2280,2022,10000000000.0000,15091105000.0000,1759812000.0000,0.1073,0.0551,30.3977,1.760000,16.772100,0.603900,0.03289723
2280,2023,10000000000.0000,18385190000.0000,2049123000.0000,0.1189,0.0600,27.2195,2.050000,17.905300,0.701200,0.03673837
2280,2024,10000000000.0000,16776828000.0000,2313100000.0000,0.1264,0.0645,24.7619,2.310000,18.904300,0.567700,0.04038462
2281,2021,200000000.0000,971444270.0000,13556583.0000,0.0381,0.0102,120.7353,0.680000,17.810100,1.509600,0.00828258
2281,2022,200000000.0000,1137970185.0000,186809894.0000,0.3850,0.1194,14.0471,9.340000,30.718500,1.023100,0.07118907
2281,2023,200000000.0000,1332108095.0000,75940950.0000,0.1232,0.0398,27.1053,3.800000,30.941200,1.326800,0.03689315
2281,2024,200000000.0000,2016796735.0000,95822173.0000,0.1473,0.0399,,,34.100900,1.935200,
2282,2021,200000000.0000,40175077.0000,77275987.0000,0.3716,0.3115,,3.863800,10.396700,0.085400,
2282,2022,200000000.0000,41634050.0000,48707066.0000,0.2130,0.1807,26.9262,2.440000,12.474100,0.062200,0.03713855
2282,2023,200000000.0000,39371147.0000,42950121.0000,0.1709,0.1472,36.0000,2.150000,12.656600,0.050800,0.02777778
2282,2024,200000000.0000,35094144.0000,30184860.0000,0.1145,0.1004,42.1854,1.510000,13.696200,0.028000,0.02370488
2283,2021,539236780.0000,491230474.0000,198475214.0000,0.2984,0.1716,,3.576100,11.985500,0.539300,
2283,2022,555000000.0000,1675389299.0000,217480731.0000,0.3071,0.1214,,3.918600,13.530800,2.024600,
2283,2023,555000000.0000,1578581503.0000,220208226.0000,0.2680,0.0899,19.0127,3.950000,16.074500,1.549300,0.05259642
2283,2024,555000000.0000,1550478496.0000,250901722.0000,0.2731,0.1010,13.4444,4.500000,17.027900,1.429400,0.07438041
2284,2021,,,,,,,,,,
2284,2022,81832000.0000,973790159.0000,233009125.0000,1.3059,0.2022,,2.876200,2.202400,4.663000,
2284,2023,81832000.0000,921485088.0000,201810098.0000,0.9473,0.1739,,2.491100,3.056900,3.193300,
2284,2024,81832000.0000,1041011114.0000,208670276.0000,0.8180,0.1688,16.0117,2.570000,3.240900,3.361400,0.06245433
2285,2021,,,,,,,,,,
2285,2022,,,,,,,,,,
2285,2023,513150060.0000,1468743792.0000,200279112.0000,0.2434,0.0874,,3.902900,16.037500,1.655700,
2285,2024,513150060.0000,1243980944.0000,213636615.0000,0.2300,0.0935,11.7909,4.160000,20.171800,1.090300,0.08481117
2286,2021,,,,,,,,,,
2286,2022,,,,,,,,,,
2286,2023,473903170.0000,474029300.0000,142816987.0000,0.2091,0.1234,,0.264500,1.264800,0.588900,
2286,2024,540000000.0000,483904154.0000,170931353.0000,0.2448,0.1452,,,1.321100,0.551900,
4080,2021,1263888890.0000,1225610351.0000,-63485897.0000,-0.0453,-0.0208,-38.1200,-0.500000,11.091400,0.521500,
4080,2022,1263888890.0000,1351707639.0000,10123556.0000,0.0077,0.0034,127.0000,0.080000,9.794600,0.658000,0.00787402
4080,2023,1263888890.0000,1248098878.0000,-132646446.0000,-0.1143,-0.0479,-12.3048,-1.050000,8.572900,0.649900,
4080,2024,1263888890.0000,1130920423.0000,-3874739.0000,-0.0036,-0.0015,-456.6667,-0.030000,8.532700,0.569100,
6001,2021,353571450.0000,438970862.0000,84254428.0000,0.1478,0.0835,38.1933,2.380000,16.119300,0.399500,0.02618260
6001,2022,353571450.0000,576295958.0000,2917385.0000,0.0058,0.0029,553.7500,0.080000,12.265500,0.893500,0.00180587
6001,2023,353571450.0000,644793133.0000,-98011332.0000,-0.2647,-0.0999,-18.4116,-2.770000,8.678200,1.242000,
6001,2024,353571450.0000,490581147.0000,44667304.0000,0.1498,0.0516,42.1429,1.260000,8.190600,0.907000,0.02372879
6010,2021,1016400000.0000,2693917461.0000,-285028123.0000,-0.2384,-0.0733,-10.8007,-1.343500,5.625200,1.427400,
6010,2022,1016400000.0000,2527996929.0000,95491687.0000,0.0767,0.0248,33.4754,0.291700,6.092500,1.220600,0.02987268
6010,2023,3016400000.0000,1459613481.0000,302064771.0000,0.1236,0.0681,15.7345,1.770000,11.911000,0.119400,0.06355461
6010,2024,3016400000.0000,1406999872.0000,774631968.0000,0.1964,0.1440,9.6031,2.570000,14.245200,0.057500,0.10413304
6020,2021,300000000.0000,156147926.0000,1089793.0000,0.0037,0.0024,657.2222,0.036000,9.863200,0.520493,0.00152156
6020,2022,300000000.0000,129626252.0000,7049432.0000,0.0235,0.0159,80.0000,0.235000,10.105500,0.432088,0.01250000
6020,2023,300000000.0000,136383535.0000,-6713311.0000,-0.0224,-0.0155,-80.3571,-0.224000,9.878700,0.454612,
6020,2024,300000000.0000,101604543.0000,10238032.0000,0.0340,0.0244,,,10.222000,0.338682,
6040,2021,391767000.0000,148495232.0000,-70550191.0000,-0.2498,-0.1500,-14.4444,-2.070000,7.210400,0.032300,
6040,2022,391767000.0000,155727377.0000,-51468608.0000,-0.2009,-0.1150,-11.5699,-1.313800,5.868400,0.035200,
6040,2023,391767000.0000,169808942.0000,80788890.0000,0.2895,0.1750,8.2190,2.100000,8.379300,0.047500,0.12166930
6040,2024,391767000.0000,208162614.0000,-144226008.0000,-0.5681,-0.3253,-4.0811,-3.700000,4.581400,0.373200,
6050,2021,400000000.0000,77569341.0000,-34184824.0000,-0.1145,-0.0909,-53.5294,-5.075700,44.591700,0.068000,
6050,2022,400000000.0000,108455848.0000,-63389796.0000,-0.2372,-0.1760,-17.0253,-9.434800,35.201600,0.222800,
6050,2023,400000000.0000,126947249.0000,-119959261.0000,-0.6815,-0.4084,-8.1353,-17.910000,17.357700,0.528500,
6050,2024,400000000.0000,102659360.0000,-40995299.0000,-0.4274,-0.1946,-21.4073,-6.120000,11.279600,0.528000,
6060,2021,75000000.0000,42173372.0000,-237361.0000,-0.0017,-0.0013,-2365.0243,-0.015300,7.258500,0.070100,
6060,2022,75000000.0000,45386106.0000,-3197035.0000,-0.0227,-0.0173,-116.2191,-0.162500,7.081500,0.120300,
6060,2023,300000000.0000,29228723.0000,-185743.0000,-0.0007,-0.0006,-2325.0000,-0.008000,12.195200,0.002900,
6060,2024,300000000.0000,70111511.0000,-4166261.0000,-0.0115,-0.0101,-141.1511,-0.139000,11.943200,0.002000,
6070,2021,300000000.0000,122992130.0000,17374482.0000,0.0277,0.0232,100.6897,0.580000,20.920700,0.011900,0.00993150
6070,2022,300000000.0000,241184323.0000,51065262.0000,0.0789,0.0616,26.1176,1.700000,22.251200,0.171400,0.03828836
6070,2023,300000000.0000,391467763.0000,61968851.0000,0.0894,0.0614,23.6715,2.070000,23.953300,0.346100,0.04224489
6070,2024,300000000.0000,402724844.0000,75300454.0000,0.1022,0.0664,23.7450,2.510000,25.164700,0.337500,0.04211413
6090,2021,500000000.0000,92212936.0000,12128716.0000,0.0240,0.0203,83.6522,0.230000,10.112700,0.054300,0.01195426
6090,2022,500000000.0000,94260502.0000,10711721.0000,0.0210,0.0178,58.4762,0.210000,10.264600,0.048600,0.01710097
6090,2023,500000000.0000,144430612.0000,-32100266.0000,-0.0650,-0.0524,-23.8750,-0.640000,9.480200,0.086800,
6090,2024,500000000.0000,211268168.0000,-153276957.0000,-0.3912,-0.2692,-4.3322,-3.070000,6.192600,0.136000,
2140,2021,806363280.0000,700501285.0000,4294315.0000,0.0053,0.0028,371.4390,0.054800,9.152700,0.710400,0.00269223
2140,2022,806363280.0000,892149482.0000,-44767736.0000,-0.0580,-0.0284,-27.6269,-0.511100,8.327300,1.022200,
2140,2023,806363280.0000,1154283264.0000,-216250945.0000,-0.3500,-0.1311,-6.2651,-2.490000,5.659200,1.622900,
2140,2024,1006363280.0000,1119727176.0000,-164408943.0000,-0.2971,-0.0968,-8.5056,-1.780000,6.030300,0.009100,
2230,2021,843200000.0000,2982687000.0000,69570000.0000,0.0430,0.0151,40.8434,0.083000,1.918400,1.179200,0.02448376
2230,2022,843200000.0000,2969303000.0000,80223000.0000,0.0490,0.0174,26.5000,0.100000,1.968600,0.907900,0.03773585
2230,2023,843200000.0000,3097642000.0000,182886000.0000,0.1057,0.0383,19.6364,0.220000,2.135100,0.681300,0.05092583
2230,2024,843200000.0000,4159251000.0000,291241000.0000,0.1497,0.0522,26.4857,0.350000,2.479800,0.758800,0.03775622
4002,2021,1000000000.0000,1356931338.0000,578161353.0000,0.2220,0.1424,30.0692,2.890000,13.021000,0.318300,0.03325662
4002,2022,1000000000.0000,1585248398.0000,599305261.0000,0.2169,0.1375,34.8333,3.000000,14.614200,0.305200,0.02870816
4002,2023,2000000000.0000,1537699881.0000,657687906.0000,0.2122,0.1367,33.9818,3.290000,16.385300,0.240600,0.02942752
4002,2024,2000000000.0000,1689229730.0000,645759043.0000,0.1887,0.1246,26.3467,3.230000,17.841700,0.213500,0.03795542
4004,2021,900000000.0000,2549033714.0000,258601120.0000,0.1385,0.0557,26.1672,2.870000,20.742100,1.012000,0.03821578
4004,2022,900000000.0000,2688283009.0000,274463823.0000,0.1423,0.0574,48.5246,3.050000,22.109500,0.993800,0.02060810
4004,2023,976811660.0000,2770202705.0000,360122537.0000,0.1387,0.0645,46.4324,3.700000,32.794400,0.616000,0.02153669
4004,2024,976811660.0000,2867530477.0000,471202060.0000,0.1413,0.0733,31.0559,4.830000,35.542300,0.583200,0.03220000
4005,2021,448500000.0000,435146192.0000,136356673.0000,0.1213,0.0874,20.5921,3.040000,25.067400,0.079300,0.04856231
4005,2022,448500000.0000,449131872.0000,170074845.0000,0.1425,0.1040,19.4987,3.790000,28.173700,0.065800,0.05128547
4005,2023,448500000.0000,760928556.0000,240927386.0000,0.1774,0.1227,32.4767,5.370000,32.406600,0.227200,0.03079131
4005,2024,448500000.0000,872673573.0000,298163666.0000,0.1934,0.1264,25.0751,6.660000,36.462400,0.299300,0.03988020
4007,2021,1200000000.0000,602424911.0000,90087837.0000,0.0543,0.0398,53.9732,0.560000,10.370600,0.130900,0.01852771
4007,2022,1600000000.0000,771285376.0000,257336168.0000,0.1527,0.1085,24.9068,1.610000,10.691000,0.211100,0.04014968
4007,2023,1600000000.0000,749524050.0000,303330872.0000,0.1706,0.1195,31.2632,1.900000,11.530800,0.170300,0.03198649
4007,2024,1600000000.0000,689512417.0000,338800814.0000,0.1780,0.1292,18.1132,2.120000,12.257800,0.155100,0.05520836
4009,2021,920400000.0000,2679536688.0000,17201012.0000,0.0137,0.0043,166.5789,0.190000,13.663100,1.564000,0.00600316
4009,2022,920400000.0000,3127202216.0000,75182816.0000,0.0581,0.0177,31.0366,0.820000,14.435400,1.686300,0.03222002
4009,2023,920400000.0000,3769325477.0000,17038421.0000,0.0129,0.0035,464.7369,0.190000,14.337400,1.883300,0.00215176
4009,2024,920400000.0000,3451253202.0000,282001652.0000,0.1915,0.0550,22.4510,3.060000,17.667400,1.516400,0.04454145
4013,2021,3500000000.0000,5300291255.0000,1376615197.0000,0.2578,0.1271,41.0687,3.930000,15.254800,0.572100,0.02434944
4013,2022,3500000000.0000,6478452959.0000,1650750047.0000,0.2943,0.1410,46.7373,4.720000,16.796300,0.599000,0.02139619
4013,2023,3500000000.0000,9031799748.0000,2046013922.0000,0.3310,0.1442,48.5470,5.850000,18.530000,0.799200,0.02059860
4013,2024,3500000000.0000,12945280975.0000,2315290800.0000,0.3390,0.1274,42.3565,6.620000,20.500400,1.138000,0.02360913
4014,2021,200000000.0000,544149879.0000,77524475.0000,0.1637,0.0762,,2.584100,15.781900,0.562300,
4014,2022,200000000.0000,462404941.0000,17566594.0000,0.0372,0.0180,69.5639,0.585600,15.679100,0.439100,0.01437527
4014,2023,300000000.0000,597275049.0000,40058545.0000,0.0817,0.0394,35.7602,1.335300,17.025500,0.710400,0.02796405
4014,2024,300000000.0000,446776842.0000,26168089.0000,0.0512,0.0255,57.8949,0.872300,17.020300,0.407700,0.01727268
4017,2021,,,,,,,,,,
4017,2022,,,,,,,,,,
4017,2023,200000000.0000,2976627000.0000,279595000.0000,0.2740,0.0661,,1.215600,4.435900,2.218900,
4017,2024,232000000.0000,2002201000.0000,287551000.0000,0.1450,0.0602,50.7576,1.320000,12.805900,0.366000,0.01970148
4165,2021,,,,,,,,,,
4165,2022,,,,,,,,,,
4165,2023,250000000.0000,392551797.0000,148677253.0000,0.3941,0.1931,,5.947100,15.090400,0.698500,
4165,2024,250000000.0000,325545034.0000,156958529.0000,0.3713,0.2008,23.2484,6.280000,18.727500,0.476700,0.04301371
4070,2021,,,,,,-1.4927,-23.396400,,,
4070,2022,50000000.0000,208012746.0000,-35499986.0000,-2.7151,-0.1703,-30.1515,-0.576900,0.691200,5.495900,
4070,2023,50000000.0000,224294638.0000,-60496313.0000,3.4501,-0.3323,-5.2507,-3.195800,-2.545200,-1.537600,
4070,2024,400000000.0000,220004038.0000,-56452177.0000,-0.6006,-0.1926,-10.8794,-1.410000,5.903600,0.169900,
4071,2021,500000000.0000,2508454815.0000,206247959.0000,0.2820,0.0637,24.5631,3.745500,13.296000,3.212300,0.04071147
4071,2022,500000000.0000,1821282540.0000,274699804.0000,0.3542,0.0934,19.4900,4.990900,14.906700,1.909400,0.05130836
4071,2023,500000000.0000,3428660339.0000,318237426.0000,0.3293,0.0886,37.8395,5.790000,20.239000,2.719100,0.02642741
4071,2024,550000000.0000,13003138116.0000,271288638.0000,0.2183,0.0287,29.4523,4.930000,24.952400,2.044900,0.03395321
4072,2021,,,,,,,,,,
4072,2022,,,,,,,,,,
4072,2023,2992500000.0000,4368379000.0000,19020000.0000,0.0050,0.0023,,0.057200,11.366100,0.214900,
4072,2024,3325000000.0000,4369745000.0000,399962000.0000,0.1006,0.0479,43.5833,1.200000,12.549500,0.027400,0.02294457
4210,2021,800000000.0000,4061410120.0000,537019653.0000,0.2599,0.0844,29.2399,6.710000,25.830700,0.462100,0.03419984
4210,2022,800000000.0000,3863586481.0000,648791550.0000,0.2750,0.0990,22.4414,8.110000,33.145100,0.353900,0.04456050
4210,2023,800000000.0000,2469728889.0000,559620553.0000,0.1952,0.0897,24.4857,7.000000,38.536100,0.304500,0.04084016
4210,2024,800000000.0000,2160993556.0000,201690449.0000,0.0641,0.0359,109.1270,2.520000,40.175000,0.293300,0.00916364
2070,2021,1200000000.0000,2440669402.0000,26454090.0000,0.0144,0.0060,178.8636,0.220000,15.314700,0.704600,0.00559085
2070,2022,1200000000.0000,2138648000.0000,-165135000.0000,-0.0978,-0.0400,-15.7826,-1.380000,12.829200,0.702700,
2070,2023,1200000000.0000,2365151000.0000,-50728000.0000,-0.0348,-0.0132,-90.0000,-0.420000,11.483200,0.813900,
2070,2024,1200000000.0000,2788029000.0000,24535000.0000,0.0178,0.0060,152.1429,0.210000,11.547900,1.097400,0.00657277
4015,2021,100000000.0000,200658299.0000,170695307.0000,0.1386,0.1192,,2.438500,17.594800,0.001600,
4015,2022,700000000.0000,191553799.0000,171314162.0000,0.1400,0.1206,,2.447300,17.375200,0.002200,
4015,2023,700000000.0000,249836618.0000,292400083.0000,0.2232,0.1910,27.5120,4.180000,20.061800,0.001700,0.03634778
4015,2024,700000000.0000,281026830.0000,356524229.0000,0.2463,0.2081,29.9018,5.090000,21.294400,0.001400,0.03344280
4016,2021,,,,,,,,,,
4016,2022,,,,,,,,,,
4016,2023,200000000.0000,146345098.0000,65827349.0000,0.2148,0.1454,,3.291400,15.320000,0.202400,
4016,2024,200000000.0000,158571648.0000,79848920.0000,0.2367,0.1630,30.5263,3.990000,18.410500,0.177800,0.03275864
7200,2021,250000000.0000,818105205.0000,56479749.0000,0.1693,0.0490,67.1099,1.880000,11.122000,1.113100,0.01490093
7200,2022,300000000.0000,1237594441.0000,95863760.0000,0.2721,0.0695,29.1250,3.200000,12.370000,1.000600,0.03433476
7200,2023,300000000.0000,1567265528.0000,13973356.0000,0.0425,0.0081,289.3617,0.470000,9.562900,2.232500,0.00345588
7200,2024,300000000.0000,2154375221.0000,124401607.0000,0.3503,0.0561,39.2771,4.150000,14.113000,2.074900,0.02546013
7201,2021,100000000.0000,18318216.0000,21549524.0000,0.1464,0.1302,91.1628,0.215000,1.472200,0.183182,0.01096939
7201,2022,100000000.0000,14054785.0000,-10439023.0000,-0.0736,-0.0661,-64.0000,-0.100000,1.362800,0.140548,
7201,2023,100000000.0000,22070210.0000,-9770344.0000,-0.0742,-0.0653,-78.0000,-0.090000,1.270400,0.000000,
7201,2024,100000000.0000,80883927.0000,-17700041.0000,-0.1422,-0.1006,-36.3333,-0.180000,1.218600,0.433800,
7202,2021,1200000000.0000,4902179804.0000,832918609.0000,0.3668,0.1161,27.1182,6.940000,19.112500,0.026700,0.03687560
