symbol,year,capital,total_liabilities,net_income,roe,roa,pe,eps,bvps,de,earnings_yield
3090,2022,900000000.0000,388039212.0000,20967188.0000,0.0164,0.0123,64.0343,0.233000,14.317900,0.166800,0.01561663
3090,2023,900000000.0000,352209511.0000,15012235.0000,0.0116,0.0090,81.4371,0.167000,14.349400,0.125200,0.01227942
3090,2024,900000000.0000,309592734.0000,79562528.0000,0.0638,0.0504,14.5475,0.884000,13.358200,0.082200,0.06874033
3091,2021,1430000000.0000,836163395.0000,-92640127.0000,-0.0840,-0.0478,-16.8421,-0.850000,10.143100,0.563400,
3091,2022,1087000000.0000,843448927.0000,30893914.0000,0.0280,0.0159,39.5000,0.280000,10.183400,0.548300,0.02531646
3091,2023,1087000000.0000,911270225.0000,37678330.0000,0.0335,0.0188,34.6857,0.350000,10.528700,0.533900,0.02883032
3091,2024,1087000000.0000,977887202.0000,-27731380.0000,-0.0245,-0.0134,-39.5385,-0.260000,10.271200,0.653200,
3092,2021,1200000000.0000,225713170.0000,213730732.0000,0.1286,0.1132,18.5393,1.780000,13.850700,0.002100,0.05393947
3092,2022,1200000000.0000,215805876.0000,189839971.0000,0.1138,0.1005,20.1266,1.580000,13.959900,0.002100,0.04968549
3092,2023,1200000000.0000,158740390.0000,188772499.0000,0.1125,0.1012,22.1656,1.570000,13.998100,0.002300,0.04511495
3092,2024,1200000000.0000,189220959.0000,310439020.0000,0.1794,0.1630,12.4517,2.590000,14.843700,0.002300,0.08031032
1831,2021,375000000.0000,465234464.0000,144925035.0000,0.2532,0.1399,19.6891,0.321700,1.272100,0.042500,0.05078952
1831,2022,375000000.0000,1150504852.0000,113462364.0000,0.2012,0.0828,17.0304,0.252000,1.234000,1.069400,0.05871853
1831,2023,475000000.0000,1180736798.0000,100225936.0000,0.1783,0.0581,36.1364,0.220000,1.264300,1.076600,0.02767293
1831,2024,475000000.0000,1245167542.0000,127482444.0000,0.2135,0.0705,22.0000,0.280000,1.389200,1.035600,0.04545455
1832,2021,175000000.0000,64292022.0000,3599087.0000,0.0197,0.0146,106.6667,0.096000,1.045000,0.187900,0.00937500
1832,2022,175000000.0000,56088262.0000,-7215933.0000,-0.0402,-0.0301,-78.7805,-0.041000,1.007000,0.101000,
1832,2023,175000000.0000,68190475.0000,-4245445.0000,-0.0244,-0.0180,-133.7500,-0.024000,0.981300,0.200300,
1832,2024,175000000.0000,101935989.0000,-3753257.0000,-0.0221,-0.0147,-153.8095,-0.021000,0.957200,0.331900,
1833,2021,100000000.0000,172021167.0000,55660953.0000,0.2389,0.1374,,3.710700,15.534900,0.083700,
1833,2022,150000000.0000,211032886.0000,75987371.0000,0.2889,0.1672,,5.065800,19.537700,0.071100,
1833,2023,150000000.0000,332729820.0000,88766985.0000,0.2787,0.1504,21.0811,5.920000,22.925700,0.118400,0.04743585
1833,2024,150000000.0000,462337239.0000,95423397.0000,0.2572,0.1242,16.5723,6.360000,26.534100,0.138000,0.06034165
1834,2021,,,,,,,,,,
1834,2022,,,,,,,,,,
1834,2023,400000000.0000,490758993.0000,166287356.0000,0.3187,0.1642,,0.415700,1.304300,0.049300,
1834,2024,400000000.0000,495034552.0000,126423825.0000,0.2253,0.1200,23.9375,0.320000,1.500900,0.075300,0.04177546
1835,2021,,,,,,,,,,
1835,2022,,,,,,,,,,
1835,2023,200000000.0000,148840707.0000,59829040.0000,0.1992,0.1328,,2.257700,11.332300,0.041400,
1835,2024,265000000.0000,204097856.0000,85508204.0000,0.2631,0.1700,19.8452,3.230000,13.196300,0.044400,0.05039002
4270,2021,600000000.0000,1060305825.0000,-59297476.0000,-0.0924,-0.0348,-22.1818,-0.990000,10.695800,1.298900,
4270,2022,600000000.0000,1103521569.0000,-9219476.0000,-0.0144,-0.0054,-116.6667,-0.150000,10.632300,1.291500,
4270,2023,600000000.0000,1022701288.0000,-132304036.0000,-0.2322,-0.0810,-7.0407,-2.210000,8.357400,1.554100,
4270,2024,600000000.0000,926067643.0000,-219413027.0000,-0.5605,-0.1607,-3.3443,-3.660000,4.690200,2.338100,
6004,2021,820000000.0000,1058112338.0000,14055459.0000,0.0161,0.0073,458.2353,0.170000,10.640500,0.543800,0.00218228
6004,2022,820000000.0000,911268650.0000,257103138.0000,0.2581,0.1298,23.8854,3.140000,13.657600,0.274500,0.04186658
6004,2023,820000000.0000,908823567.0000,282657704.0000,0.2350,0.1338,37.3913,3.450000,15.683800,0.190300,0.02674419
6004,2024,820000000.0000,1236022691.0000,352770108.0000,0.2577,0.1445,,,17.705100,0.261100,
1212,2021,800000000.0000,1383893744.0000,202368832.0000,0.1394,0.0701,15.7312,2.530000,18.145500,0.384800,0.06356794
1212,2022,800000000.0000,1611766736.0000,474316220.0000,0.2874,0.1479,8.7184,5.930000,23.117300,0.285900,0.11469994
1212,2023,800000000.0000,2141001450.0000,475326552.0000,0.2390,0.1219,22.4242,5.940000,26.598800,0.456500,0.04459468
1212,2024,800000000.0000,1797093481.0000,589340930.0000,0.2534,0.1371,24.4233,7.370000,31.547600,0.204300,0.04094451
1214,2021,630000000.0000,852487000.0000,27423000.0000,0.0440,0.0184,50.3636,0.499200,11.218300,0.781900,0.01985561
1214,2022,482334000.0000,943720000.0000,32832000.0000,0.0514,0.0212,28.1176,0.591000,11.795600,0.866100,0.03556491
1214,2023,482334000.0000,791096000.0000,65427000.0000,0.0954,0.0419,20.5852,1.180000,12.932100,0.576300,0.04857859
1214,2024,555000000.0000,795308000.0000,81586000.0000,0.1076,0.0526,18.4014,1.470000,14.381400,0.362800,0.05434369
1302,2021,600000000.0000,1412850000.0000,170342000.0000,0.2303,0.0773,12.3415,2.840000,12.325200,0.971600,0.08102743
1302,2022,600000000.0000,1353414000.0000,162850000.0000,0.2032,0.0726,10.8303,2.710000,14.391500,0.718700,0.09233355
1302,2023,600000000.0000,1203192000.0000,136040000.0000,0.1526,0.0612,20.0881,2.270000,15.332100,0.485900,0.04978072
1302,2024,600000000.0000,1636428000.0000,106032000.0000,0.1147,0.0445,31.6384,1.770000,15.479800,0.978900,0.03160716
1303,2021,450000000.0000,660230498.0000,48845470.0000,0.0831,0.0391,25.3211,0.043600,0.528400,0.440600,0.03949276
1303,2022,450000000.0000,1043008429.0000,94170010.0000,0.1546,0.0645,11.7500,0.080000,0.567000,0.725400,0.08510638
1303,2023,562500000.0000,1151124984.0000,201033987.0000,0.2923,0.1126,15.7778,0.180000,0.669500,0.558400,0.06338019
1303,2024,562500000.0000,1004926370.0000,401730829.0000,0.4752,0.2089,20.1111,0.360000,0.850400,0.096400,0.04972378
2040,2021,800000000.0000,1151767000.0000,233792000.0000,0.1399,0.0816,18.8055,2.344000,16.717200,0.432900,0.05317593
2040,2022,800000000.0000,1237597000.0000,173920000.0000,0.1017,0.0591,13.0963,1.744000,17.497000,0.426700,0.07635744
2040,2023,800000000.0000,1354611000.0000,-210351000.0000,-0.1293,-0.0714,-9.4592,-2.330000,15.045100,0.592800,
2040,2024,1000000000.0000,1251909000.0000,-71859000.0000,-0.0491,-0.0259,-42.6250,-0.800000,14.240800,0.585200,
2110,2021,360614000.0000,988919000.0000,-194309000.0000,-2.3188,-0.1816,-19.5704,-5.390000,12.557400,5.618400,
2110,2022,66729000.0000,1293263000.0000,-580476000.0000,2.8132,-0.6243,-2.2825,-25.040000,-74.403000,-0.952400,
2110,2023,66729000.0000,1053717000.0000,17804000.0000,-0.0363,0.0262,21.4232,2.670000,-72.431400,-0.228900,0.04667837
2110,2024,66729000.0000,1158935000.0000,48758000.0000,-0.1080,0.0745,13.8356,7.300000,-62.857300,-0.259800,0.07227731
2160,2021,320000000.0000,1958982000.0000,-171317000.0000,-0.5265,-0.0744,-3.1446,-18.426500,10.774800,3.480300,
2160,2022,99000000.0000,1921520000.0000,-8781000.0000,-0.0265,-0.0038,-111.5608,-0.291300,11.214100,3.399200,
2160,2023,99000000.0000,2114902000.0000,-174656000.0000,-0.6913,-0.0761,-15.2792,-3.940000,5.574500,6.860900,
2160,2024,445500000.0000,1118103000.0000,439836000.0000,0.8390,0.2027,2.8579,9.920000,19.865200,0.299000,0.34990727
2320,2021,426313120.0000,1610572517.0000,51029030.0000,0.0626,0.0209,26.2500,0.800000,12.745100,1.365400,0.03809524
2320,2022,426313120.0000,1961086679.0000,52630638.0000,0.0643,0.0201,16.8353,0.830000,12.873500,1.676400,0.05939900
2320,2023,639469680.0000,2007933790.0000,141491850.0000,0.1638,0.0494,12.4434,2.210000,14.149800,1.425200,0.08036389
2320,2024,639469680.0000,1793467342.0000,265748386.0000,0.2689,0.0914,9.3750,4.160000,16.757400,0.887700,0.10666667
2370,2021,400000000.0000,327781894.0000,-22716042.0000,-0.0671,-0.0341,-35.5088,-0.570000,8.459200,0.246500,
2370,2022,400000000.0000,439782782.0000,-11788217.0000,-0.0354,-0.0164,-34.1379,-0.290000,8.207400,0.324500,
2370,2023,400000000.0000,393495121.0000,48935113.0000,0.1386,0.0636,18.3115,1.220000,9.440900,0.042700,0.05461049
2370,2024,400000000.0000,464435998.0000,90997994.0000,0.2162,0.1071,19.1189,2.270000,11.606300,0.198900,0.05230426
4110,2021,300000000.0000,737049017.0000,-9649264.0000,-0.0427,-0.0099,-76.6875,-0.032000,0.473100,1.235100,
4110,2022,600000000.0000,876296229.0000,-30837648.0000,-0.0893,-0.0265,-47.3200,-0.050000,0.775300,0.502100,
4110,2023,600000000.0000,1009901565.0000,-13890857.0000,-0.0302,-0.0098,-92.1739,-0.023000,0.760200,0.545100,
4110,2024,600000000.0000,1104267457.0000,-56556790.0000,-0.1326,-0.0379,-38.9362,-0.094000,0.661900,0.747900,
4140,2021,64800000.0000,11188549.0000,-14883172.0000,-1.1482,-0.6163,-42.7393,-0.091400,0.079500,0.074300,
4140,2022,194400000.0000,8670520.0000,-21093008.0000,-0.2439,-0.2188,-20.2614,-0.153000,0.823200,0.000000,
4140,2023,194400000.0000,9233161.0000,-15604475.0000,-0.1025,-0.0968,-35.3750,-0.080000,0.743000,0.047496,
4140,2024,194400000.0000,8811967.0000,-19566893.0000,-0.1453,-0.1362,-24.5000,-0.100000,0.642700,0.045329,
4141,2021,60000000.0000,76532013.0000,9934641.0000,0.0858,0.0518,65.1807,0.975900,11.344300,0.412600,0.01534196
4141,2022,60000000.0000,75219786.0000,5791528.0000,0.0501,0.0303,42.9693,0.970000,11.312900,0.396000,0.02327243
4141,2023,120000000.0000,82717786.0000,-13906393.0000,-0.1011,-0.0644,-21.7980,-2.030000,13.295300,0.329600,
4141,2024,120000000.0000,54957522.0000,-3523471.0000,-0.0224,-0.0156,-133.9655,-0.290000,12.979000,0.196300,
4142,2021,1500000000.0000,1916600086.0000,239832593.0000,0.1178,0.0607,,1.598900,13.570900,0.655900,
4142,2022,1500000000.0000,2503340219.0000,352319866.0000,0.1695,0.0822,15.4255,2.350000,14.137900,0.696800,0.06482772
4142,2023,1500000000.0000,2584730610.0000,518769603.0000,0.2376,0.1097,26.7630,3.460000,15.006600,0.325200,0.03736502
4142,2024,1500000000.0000,3187707202.0000,816689852.0000,0.3353,0.1535,25.2844,5.450000,17.528700,0.167800,0.03955008
4143,2021,,,,,,,,,,
4143,2022,,,,,,,,,,
4143,2023,400000000.0000,176295844.0000,80126183.0000,0.1657,0.1215,,2.003200,12.086000,0.221100,
4143,2024,400000000.0000,177565537.0000,82646390.0000,0.1671,0.1231,26.7633,2.070000,12.640800,0.088000,0.03736460
4144,2021,125000000.0000,44177837.0000,24882353.0000,0.2360,0.1663,,1.990600,8.435500,0.019200,
4144,2022,62500000.0000,46898631.0000,30743382.0000,0.2893,0.2025,22.9675,2.460000,8.567000,0.347300,0.04353978
4144,2023,62500000.0000,45092756.0000,46575187.0000,0.3825,0.2776,15.6533,3.750000,10.914500,0.265300,0.06388429
4144,2024,62500000.0000,47357469.0000,42855291.0000,0.2884,0.2199,25.1304,3.450000,12.865500,0.228500,0.03979244
4145,2021,240000000.0000,313106813.0000,173681580.0000,0.4157,0.2376,,5.430000,13.056700,0.560400,
4145,2022,240000000.0000,148183576.0000,177647740.0000,0.3726,0.2511,11.9730,5.550000,16.745800,0.162000,0.08352126
4145,2023,320000000.0000,102556767.0000,67664553.0000,0.1189,0.0957,26.0664,2.110000,18.812300,0.067000,0.03836356
4145,2024,320000000.0000,143184036.0000,1318003.0000,0.0023,0.0018,1200.0000,0.040000,16.766900,0.156000,0.00083333
1810,2021,3000000000.0000,2385031350.0000,-371535799.0000,-0.0675,-0.0471,-13.5906,-1.270000,22.999500,0.214400,
1810,2022,3000000000.0000,3098520718.0000,-47729661.0000,-0.0087,-0.0058,-108.8750,-0.160000,20.990400,0.297100,
1810,2023,3000000000.0000,4514813643.0000,225708068.0000,0.0376,0.0227,35.6201,0.758000,24.380700,0.344300,0.02807404
1810,2024,3000000000.0000,4418191919.0000,-198975107.0000,-0.0316,-0.0179,-33.2249,-0.676000,21.580200,0.338800,
1820,2021,650000000.0000,1786105000.0000,-173715000.0000,-0.4669,-0.0805,-5.2747,-0.676000,1.181100,4.006200,
1820,2022,315000000.0000,1776772000.0000,-81488000.0000,-0.2461,-0.0386,-6.8846,-0.260000,0.921200,5.091300,
1820,2023,315000000.0000,1843659000.0000,-89819000.0000,-0.3639,-0.0437,-7.8621,-0.290000,0.645800,7.415300,
1820,2024,315000000.0000,1718803000.0000,5200000.0000,0.0254,0.0026,123.5000,0.020000,0.656000,6.676000,0.00809717
1830,2021,523833610.0000,1789248427.0000,206020219.0000,0.2630,0.0801,27.7149,3.932900,14.977100,1.667800,0.03608167
1830,2022,523833610.0000,1759610876.0000,254758323.0000,0.3001,0.0971,17.2840,4.860000,17.490900,1.279900,0.05785698
1830,2023,523833610.0000,2309455390.0000,356244132.0000,0.3555,0.1173,29.9118,6.800000,20.793500,1.464700,0.03343162
1830,2024,523833610.0000,2482610108.0000,456978822.0000,0.3935,0.1283,21.2371,8.730000,23.558200,1.384600,0.04708741
4170,2021,52566930.0000,15044425.0000,-14036427.0000,-0.2532,-0.1991,-62.0017,-0.021300,0.081800,0.286196,
4170,2022,578236230.0000,19905955.0000,-7232908.0000,-0.0239,-0.0226,-12.0000,-0.060000,0.476300,0.034425,
4170,2023,578236230.0000,27861255.0000,-44196274.0000,-0.0836,-0.0800,-15.0000,-0.040000,0.438000,0.000000,
4170,2024,578236230.0000,30612028.0000,6367340.0000,0.0126,0.0119,96.0000,0.010000,0.435600,0.000500,0.01041667
4290,2021,650000000.0000,1388594867.0000,-35847636.0000,-0.0572,-0.0178,-24.7838,-0.740000,9.639200,1.858600,
4290,2022,650000000.0000,1475207296.0000,-15311505.0000,-0.0255,-0.0075,-57.3333,-0.240000,8.804500,2.096300,
4290,2023,650000000.0000,1563881547.0000,-47680945.0000,-0.0928,-0.0230,-35.2055,-0.730000,7.007900,2.702800,
4290,2024,650000000.0000,1580573823.0000,81067928.0000,0.1659,0.0384,25.4800,1.250000,8.031100,2.445700,0.03924647
4291,2021,430000000.0000,245621674.0000,24457508.0000,0.0398,0.0284,105.2632,0.570000,14.302300,0.167900,0.00950000
4291,2022,430000000.0000,353135300.0000,71046522.0000,0.1123,0.0762,41.3939,1.650000,15.129000,0.236300,0.02415815
4291,2023,430000000.0000,629078421.0000,101784524.0000,0.1502,0.0871,49.8734,2.370000,16.388900,0.467700,0.02005077
4292,2021,400000000.0000,589663203.0000,35521640.0000,0.0478,0.0264,65.0562,0.890000,18.579900,0.708600,0.01537133
4292,2022,420872150.0000,1189029574.0000,70615973.0000,0.0903,0.0414,32.4405,1.680000,19.519600,1.276800,0.03082567
4292,2023,420872150.0000,1236634556.0000,67786016.0000,0.0843,0.0326,44.5963,1.610000,18.693800,1.329500,0.02242338
4292,2024,420872150.0000,1310242654.0000,63370908.0000,0.0798,0.0298,47.4172,1.510000,19.039500,1.437100,0.02108939
6002,2021,646800000.0000,956561199.0000,151791474.0000,0.1455,0.0759,26.5532,2.350000,16.134800,0.622200,0.03766024
6002,2022,646800000.0000,937947095.0000,3546104.0000,0.0034,0.0018,688.0000,0.050000,16.335100,0.568100,0.00145349
6002,2023,646800000.0000,873194410.0000,8386476.0000,0.0080,0.0043,249.2308,0.130000,15.978300,0.559100,0.00401235
6002,2024,646800000.0000,792629577.0000,-116524061.0000,-0.1190,-0.0643,-13.9444,-1.800000,14.301000,0.564500,
6012,2021,337500000.0000,116919297.0000,-42207449.0000,-0.2030,-0.1299,-12.6251,-3.404200,13.107500,0.354500,
6012,2022,158084670.0000,95964506.0000,-24621384.0000,-0.1253,-0.0813,-11.8236,-1.766000,11.702000,0.351800,
6012,2023,158084670.0000,112204253.0000,-30889166.0000,-0.1822,-0.1129,-13.8462,-1.950000,9.745300,0.470700,
6012,2024,158084670.0000,115459673.0000,-73105420.0000,-0.6221,-0.3160,-4.7186,-4.620000,5.122500,0.763000,
6013,2021,30000000.0000,65928949.0000,2348659.0000,0.0721,0.0237,362.0513,0.780000,10.854600,1.627500,0.00276204
6013,2022,30000000.0000,62343752.0000,-3223093.0000,-0.1100,-0.0343,-143.7383,-1.070000,8.683700,1.793800,
6013,2023,30000000.0000,66486452.0000,-5168411.0000,-0.2201,-0.0586,-79.5322,-1.710000,6.974500,2.156000,
6013,2024,30000000.0000,48171089.0000,1299272.0000,0.0602,0.0164,306.9767,0.430000,7.423400,1.405000,0.00325758
6014,2021,255000000.0000,409541250.0000,118587389.0000,0.3481,0.1581,,4.705800,13.518300,0.680600,
6014,2022,255000000.0000,427437285.0000,115555901.0000,0.3423,0.1529,30.3720,4.570000,13.261300,0.689600,0.03292506
6014,2023,255000000.0000,398624144.0000,57976024.0000,0.1763,0.0783,42.0175,2.280000,12.786700,0.616800,0.02379961
6014,2024,255000000.0000,357184414.0000,38335348.0000,0.1231,0.0558,49.6027,1.510000,11.850700,0.601800,0.02016019
6015,2021,0.0000,948202000.0000,203917000.0000,1.5862,0.1874,,0.080700,0.015300,3.046700,
6015,2022,168473000.0000,1044796000.0000,259226000.0000,1.2550,0.2135,99.1225,0.030800,0.033800,1.593100,0.01008853
6015,2023,168473000.0000,1105479000.0000,259466000.0000,0.7168,0.1791,104.8701,0.030800,0.052200,1.164300,0.00953561
6015,2024,168473000.0000,1109276000.0000,158759000.0000,0.3808,0.1036,120.8908,0.018900,0.047000,1.467500,0.00827193
6016,2021,25000000.0000,88932939.0000,15367655.0000,0.2807,0.1070,,0.439100,1.564100,1.051900,
6016,2022,35000000.0000,94303046.0000,2696972.0000,0.0483,0.0183,,0.077000,1.626700,1.055500,
6016,2023,35000000.0000,76282047.0000,12285277.0000,0.1953,0.0829,,0.350000,1.967600,0.602500,
6016,2024,35000000.0000,79185637.0000,8445501.0000,0.1199,0.0570,87.3333,0.240000,2.058800,0.561300,0.01145039
6017,2021,96000000.0000,305700009.0000,117068284.0000,0.6251,0.2370,,0.568300,0.909100,0.139700,
6017,2022,104918030.0000,406919485.0000,58977006.0000,0.0989,0.0619,,0.290000,4.879300,0.128300,
6017,2023,104918030.0000,505316896.0000,125336967.0000,0.1162,0.0819,,0.610000,5.590000,0.085000,
6017,2024,104918030.0000,520635218.0000,187979245.0000,0.1572,0.1099,32.9348,0.920000,6.123600,0.057900,0.03036302
2030,2021,150000000.0000,3942928.0000,6592233.0000,0.0118,0.0117,312.7273,0.440000,37.302300,0.026286,0.00319767
2030,2022,150000000.0000,6413333.0000,28230062.0000,0.0566,0.0560,38.5106,1.880000,29.254700,0.042756,0.02596688
2030,2023,150000000.0000,7202722.0000,7701643.0000,0.0177,0.0174,182.3529,0.510000,28.934100,0.000000,0.00548387
2030,2024,150000000.0000,16899199.0000,-53487697.0000,-0.1376,-0.1335,-20.1961,-3.570000,22.898000,0.001500,
2222,2021,60000000000.0000,882022000000.0000,395203000000.0000,0.3550,0.1827,18.0808,1.636400,4.602300,0.458900,0.05530729
2222,2022,75000000000.0000,826777000000.0000,597215000000.0000,0.4662,0.2566,11.8145,2.470000,5.989300,0.271300,0.08464175
2222,2023,90000000000.0000,740848000000.0000,452753000000.0000,0.3035,0.1822,17.6471,1.870000,6.342700,0.189100,0.05666653
2222,2024,90000000000.0000,772275000000.0000,393891000000.0000,0.2632,0.1607,17.2086,1.630000,6.029400,0.219000,0.05811048
2380,2021,8760000000.0000,65056112000.0000,2036661000.0000,0.2452,0.0278,11.5375,1.256700,6.641400,6.015300,0.08667389
2380,2022,16710000000.0000,50323871000.0000,-1114881000.0000,-0.0946,-0.0161,-13.5190,-0.790000,9.129200,2.406500,
2380,2023,16710000000.0000,52652198000.0000,-4692733000.0000,-0.3637,-0.0729,-3.6797,-2.810000,6.314000,3.677100,
2380,2024,16710000000.0000,50433267000.0000,-4544527000.0000,-0.4466,-0.0736,-3.0368,-2.720000,5.866700,3.248900,
2381,2021,22580000.0000,2352451306.0000,273583505.0000,0.0653,0.0418,,3.074000,47.098500,0.329900,
2381,2022,890000000.0000,3964223728.0000,557719959.0000,0.1140,0.0693,16.4380,6.850000,62.807000,0.487900,0.06083465
2381,2023,890000000.0000,4725052405.0000,604613933.0000,0.1047,0.0597,28.1296,6.790000,66.982300,0.535000,0.03554974
2381,2024,890000000.0000,4596655659.0000,321364737.0000,0.0540,0.0303,30.9141,3.610000,66.721200,0.509100,0.03234770
2382,2021,,,,,,,,,,
2382,2022,,,,,,,,,,
2382,2023,1129063000.0000,13645545000.0000,442097000.0000,0.0769,0.0228,40.6780,0.590000,5.248600,1.885300,0.02458331
2382,2024,1129063000.0000,15090706000.0000,802498000.0000,0.1311,0.0391,23.7808,0.730000,5.897500,1.936300,0.04205073
4030,2021,3937500000.0000,11689621000.0000,192433000.0000,0.0204,0.0089,66.5641,0.208000,10.200000,1.076300,0.01502311
4030,2022,4921875000.0000,11782747000.0000,1040909000.0000,0.1046,0.0467,13.9480,1.128000,11.368200,0.949000,0.07169487
4030,2023,7382812000.0000,10464009000.0000,1613428000.0000,0.1445,0.0701,10.0731,1.752000,12.828300,0.705800,0.09927430
4030,2024,7382812000.0000,12023711000.0000,2169392000.0000,0.1704,0.0873,8.8946,2.352000,14.764300,0.713700,0.11242777
4200,2021,750000000.0000,4440243098.0000,176804966.0000,0.1777,0.0325,28.3051,1.770000,9.951500,3.027000,0.03532932
4200,2022,750000000.0000,5249349373.0000,241826918.0000,0.2298,0.0410,23.1056,2.415000,11.093400,3.122900,0.04327955
4200,2023,750000000.0000,6270210380.0000,280814473.0000,0.2395,0.0405,47.3488,2.810000,12.359200,3.369000,0.02111986
4200,2024,1000000000.0000,6963835876.0000,338047048.0000,0.2490,0.0424,35.5621,3.380000,14.794900,2.854100,0.02811982
1213,2021,211632000.0000,350000000.0000,-85517000.0000,-0.7848,-0.1863,-2.4641,-11.540000,10.000300,2.432200,
1213,2022,108973000.0000,306585000.0000,-1376000.0000,-0.0128,-0.0032,-234.9237,-0.090000,,2.091500,
1213,2023,108973000.0000,302458000.0000,-15931000.0000,-0.1630,-0.0396,-42.2603,-1.460000,8.272600,2.149400,
1213,2024,108973000.0000,268184000.0000,-42594000.0000,-0.6170,-0.1202,-24.8849,-3.910000,,3.477900,
2130,2021,400000000.0000,89590101.0000,-24495507.0000,-0.1201,-0.0814,-33.1148,-1.807400,15.112000,0.080600,
2130,2022,400000000.0000,101362791.0000,-38772314.0000,-0.2091,-0.1343,-10.6598,-2.874100,12.363600,0.216300,
2130,2023,400000000.0000,101342872.0000,-74439441.0000,-0.5618,-0.3086,-18.0964,-1.860000,7.265100,0.328800,
2130,2024,135000000.0000,100981623.0000,-16905612.0000,-0.1968,-0.0876,-19.2115,-1.540700,5.463500,0.434300,
2340,2021,812500000.0000,257540000.0000,-47754000.0000,-0.0436,-0.0353,-50.0847,-0.590000,13.475700,0.156100,
2340,2022,812500000.0000,327128000.0000,-57867000.0000,-0.0487,-0.0391,-22.0000,-0.710000,15.772000,0.186800,
2340,2023,812500000.0000,361550000.0000,-74790000.0000,-0.0603,-0.0472,-18.1304,-0.920000,14.783400,0.212000,
2340,2024,812500000.0000,439074000.0000,-144454000.0000,-0.1290,-0.0950,-8.9775,-1.780000,12.778700,0.242000,
4011,2021,575000000.0000,1095651403.0000,22042833.0000,0.0485,0.0142,46.6364,0.440000,7.899000,2.157700,0.02144248
4011,2022,575000000.0000,1292781749.0000,34161868.0000,0.0810,0.0211,20.9153,0.590000,6.773100,0.086000,0.04781189
4011,2023,575000000.0000,1388856118.0000,30833786.0000,0.0822,0.0180,26.2963,0.540000,6.269100,0.111000,0.03802816
4011,2024,575000000.0000,1542059971.0000,11700333.0000,0.0366,0.0066,,,4.857800,0.264700,
4012,2021,400000000.0000,107456155.0000,59730268.0000,0.1031,0.0870,32.2819,0.149000,1.448000,0.033200,0.03097711
4012,2022,400000000.0000,131951989.0000,53436256.0000,0.0928,0.0768,29.0769,0.130000,1.431300,0.042100,0.03439156
4012,2023,400000000.0000,113082915.0000,76915786.0000,0.1329,0.1097,24.6842,0.190000,1.461700,0.040700,0.04051174
4012,2024,400000000.0000,146492510.0000,83903649.0000,0.1425,0.1168,20.2381,0.210000,1.482500,0.052100,0.04941175
4180,2021,275000000.0000,18542373.0000,149638380.0000,0.2948,0.2844,12.6161,0.323000,1.845600,0.001600,0.07926380
4180,2022,275000000.0000,24880073.0000,-31865495.0000,-0.0669,-0.0640,-24.7917,-0.120000,1.620600,0.010700,
4180,2023,275000000.0000,17476469.0000,5207720.0000,0.0113,0.0108,155.0000,0.020000,1.733300,0.007500,0.00645161
4180,2024,275000000.0000,20839204.0000,14515058.0000,0.0305,0.0293,84.2000,0.050000,1.733200,0.004700,0.01187648
2190,2021,816000000.0000,2698664868.0000,57878318.0000,0.0390,0.0116,43.2394,0.710000,18.211000,0.551100,0.02312706
2190,2022,816000000.0000,2742141013.0000,36729508.0000,0.0245,0.0073,45.1111,0.450000,18.577500,0.579900,0.02216749
2190,2023,816000000.0000,3675258714.0000,71203083.0000,0.0471,0.0129,35.2874,0.870000,18.551100,0.962300,0.02833873
2190,2024,816000000.0000,3623088569.0000,-741877.0000,-0.0005,-0.0001,-3200.0000,-0.010000,18.169000,0.933100,
4031,2021,1880000000.0000,2581972000.0000,-254410000.0000,-0.1123,-0.0525,-21.8889,-1.350000,12.046400,0.566800,
4031,2022,1880000000.0000,2268553000.0000,-244488000.0000,-0.1120,-0.0531,-16.8000,-1.300000,11.181000,0.360100,
4031,2023,1880000000.0000,1887640000.0000,211477000.0000,0.0954,0.0492,32.2768,1.120000,12.401600,0.144500,0.03098201
4031,2024,1880000000.0000,1754059000.0000,327034000.0000,0.1350,0.0771,29.3678,1.740000,13.370700,0.066100,0.03405090
4040,2021,1250000000.0000,3731547000.0000,-216188000.0000,-0.2060,-0.0452,-11.6416,-1.730000,8.397200,1.525500,
4040,2022,1250000000.0000,3734399000.0000,-90872000.0000,-0.0911,-0.0192,-21.8356,-0.730000,7.560700,1.814200,
4040,2023,1250000000.0000,3114527000.0000,-35584000.0000,-0.0383,-0.0082,-74.0714,-0.280000,7.312700,1.463800,
4040,2024,1250000000.0000,2904311000.0000,-9628000.0000,-0.0105,-0.0024,-255.5000,-0.080000,7.375000,1.400600,
4260,2021,711667000.0000,285814000.0000,219912000.0000,0.1376,0.1167,15.0647,3.090000,22.460500,0.016000,0.06638035
4260,2022,711667000.0000,795568000.0000,252009000.0000,0.1517,0.1144,12.8955,3.540000,24.232300,0.257600,0.07754643
4260,2023,711667000.0000,1110422000.0000,277230000.0000,0.1547,0.1002,20.2564,3.900000,26.140700,0.344800,0.04936711
4260,2024,781667000.0000,2268176000.0000,314635000.0000,0.1381,0.0784,19.2706,4.250000,34.506700,0.618900,0.05189252
4261,2021,430000000.0000,950794190.0000,125726066.0000,0.2216,0.0828,20.8562,2.920000,13.194300,1.275800,0.04794737
